Sr No,Date dd/mm/yyyy,Year,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,Investment Type,Amount (in '000)
1181,12/26/2016,2016,Shadowfox,Logistics,On-Demand Delivery Service,Gurgaon,Eight Roads Ventures,Private Equity,10000000
1182,12/27/2016,2016,ShopX,E-commerce,SAAS ECommerce Retail app,Bangalore,Nandan Nilekani,Private Equity,5000000
1183,12/28/2016,2016,BookEventz,Consumer Internet,Online event-booking platform,Mumbai,"Lead Angels, Mumbai Angels, LetsVenture, Girish Mathrubootham, Anbu Pandian",Seed Round,Undisclosed
1184,12/29/2016,2016,Healthifyme,Consumer Internet,Fitness Mobile App,Bangalore,NB Ventures,Private Equity,1000000
1185,12/29/2016,2016,LetsMD,Consumer Internet,Healthcare plan comparison platform,New Delhi,"WaterBridge Ventures,",Seed Round,Undisclosed
1186,12/29/2016,2016,Justbooks,Consumer Internet,Library Chain Aggregator,Bangalore,CoCreate Ventures,Seed Round,Undisclosed
1187,12/30/2016,2016,InstantPay,Consumer Internet,Digital payments & recharge platform,New Delhi,"RB Investments,\\xc2\\xa0 Kaleden Holdings",Private Equity,Undisclosed
1188,01/11/2016,2016,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,"Kedar Lele, GHV Accelerator",Seed Round,200000
1189,02/11/2016,2016,FreshDesk,Consumer Internet,SAAS Based HelpDesk Services,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,55000000
1190,02/11/2016,2016,LaundryAnna,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Bangalore,Undisclosed Investors,Seed Round,150000
1191,02/11/2016,2016,LetsMD,Consumer Internet,Healthcare Services Comparison Platform,New Delhi,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",Seed Round,Undisclosed
1192,02/11/2016,2016,Sattviko,Food-Tech,Health Food Restaurant Chain,New Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Round,Undisclosed
1193,03/11/2016,2016,Zarget,Technology,SaaS-based web optimisation and marketing platform,Chennai,Sequoia India,Private Equity,6000000
1194,03/11/2016,2016,DoSelect,Consumer Internet,Skill Showcasing platform,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Round,Undisclosed
1195,03/11/2016,2016,EasyPolicy,Consumer Internet,Online insurance Portal,Noida,"Unilazer Ventures,",Private Equity,10000000
1196,04/11/2016,2016,Browntape,Technology,cloud-based software solutions company,Goa,Gati Ltd,Private Equity,Undisclosed
1197,04/11/2016,2016,Connect India,Logistics,Last mile Delivery Network,Bangalore,Aavishkaar Venture Management,Private Equity,1000000
1198,04/11/2016,2016,Corseco,Technology,AI-based Software as a Service Solution provider,New Delhi,"Ameera Shah, Vivek Bhargava",Seed Round,150000
1199,04/11/2016,2016,vImmune,Consumer Internet,Immunisation Management Platform,Bangalore,Undisclosed investor,Seed Round,Undisclosed
1200,04/11/2016,2016,The Gourmet Jar,E-commerce,Gourmet Food etailer,Noida,Chandigarh Angels Network,Seed Round,Undisclosed
1201,05/11/2016,2016,Medzin,E-commerce,Online ordering & Delivery of medicines,New Delhi,A M Sikander,Seed Round,45000
1202,05/11/2016,2016,Bizongo,E-commerce,Packaging Material Marketplace,Mumbai,"IDG Ventures, Accel Partners",Private Equity,3000000
1203,07/11/2016,2016,Rivigo,Technology,Technology based Logistics platform,Gurgaon,Warburg Pincus,Private Equity,75000000
1204,07/11/2016,2016,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,3000000
1205,09/11/2016,2016,IIM Jobs,Consumer Internet,Online Job Portal,New Delhi,India Quotient,Private Equity,2000000
1206,09/11/2016,2016,Square Yards,Consumer Internet,Online Property Search Portal,Gurgaon,ADAG Reliance Private Equity,Private Equity,12000000
1207,10/11/2016,2016,GolfLAN,Consumer Internet,Golf Session Online Bookings platform,New Delhi,"YourNest Angel Fund, iSON",Private Equity,1000000
1208,10/11/2016,2016,Yottaasys,Technology,Data Sciences platform,Bangalore,Gleevoaz Ventures,Private Equity,Undisclosed
1209,10/11/2016,2016,Tone Tag,Technology,Contactless Payment Solution,Bangalore,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",Private Equity,Undisclosed
1210,11/11/2016,2016,Life in Control,Consumer Internet,Online Diabetes Management platform,Gurgaon,RoundGlass Partners,Private Equity,Undisclosed
1211,11/14/2016,2016,Active.ai,Technology,Banking & Fintech Platform,Singapore,"Kalaari Capital, IDG Ventures India",Private Equity,3000000
1212,11/14/2016,2016,ElasticRun,Technology,Tech driven Logistic & distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,2000000
1213,11/15/2016,2016,NoBroker,Consumer Internet,Online Rental discovery,Bangalore,Vijay Shekhar Sharma,Seed Round,Undisclosed
1214,11/15/2016,2016,Zefo,E-commerce,Used Furniture & Appliances Marketplace,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,6000000
1215,11/15/2016,2016,PlaySimple,Technology,Mobile Gaming portal,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,4000000
1216,11/16/2016,2016,Stasis Labs,Technology,Cloud based\\xc2\\xa0 health monitoring platform,Bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,5000000
1217,11/17/2016,2016,Scienaptic,Technology,Data Analytics platform,Bangalore,Pramod Bhasin,Seed Round,Undisclosed
1218,11/17/2016,2016,Koovs,E-commerce,Fashion eTailer,New Delhi,Times of India Group & Existing investors,Private Equity,13500000
1219,11/17/2016,2016,Lawrato,Consumer Internet,Free Legal Advice,New Delhi,Indian Angel Network,Seed Round,Undisclosed
1220,11/17/2016,2016,Trip Tap Toe,Consumer Internet,Online Travel Portal,Gurgaon,R.S Sharma,Seed Round,Undisclosed
1221,11/17/2016,2016,Pictor Imaging,Consumer Internet,Product Photography Mobile App,Mumbai,Quarizon,Seed Round,147000
1222,11/18/2016,2016,GramCover,Fin-Tech,Insurance Marketplace for the Rural Sector,New Delhi,Omnivore Capital,Seed Round,1000000
1223,11/18/2016,2016,AerMed,E-commerce,Online Pharmacy,Mumbai,Hitesh Windlass,Seed Round,Undisclosed
1224,11/18/2016,2016,WorkIndia,Consumer Internet,Job Board for Clue Collar Jobs,Mumbai,Asuka Holdings,Seed Round,Undisclosed
1225,11/21/2016,2016,Bats on delivery,Consumer Internet,"Online food, Grocery ordering & Delivery",Gurgaon,Devdeep Singh,Seed Round,90000
1226,11/21/2016,2016,numberz.in,Technology,Cash Flow Management Solution for Businesses,Gurgaon,"Kae Capital, Khosla Impact",Seed Round,650000
1227,11/22/2016,2016,Housing.com,Consumer Internet,Real Estate Portal,Mumbai,Softbank Group,Private Equity,5000000
1228,11/22/2016,2016,Awesummly,Consumer Internet,Short News Mobile App,Bangalore,"Vivek Bhargava, Ameera Shah",Seed Round,147000
1229,11/22/2016,2016,VoLT,Consumer Internet,Ed-Tech Platform,Mumbai,YMS Mobitech,Seed Round,Undisclosed
1230,11/22/2016,2016,Vymo,Technology,SaaS-based predictive analytics platform,Bangalore,Sequoia India,Private Equity,5000000
1231,11/22/2016,2016,ShubhLoans,Technology,Consumer Finance & Credit Score platform,Bangalore,"Sanjai Vohra, V. Bunty Bohra",Seed Round,Undisclosed
1232,11/22/2016,2016,Noddapp,Consumer Internet,App based networking platform,Mumbai,Undisclosed multiple investors,Seed Round,147000
1233,11/23/2016,2016,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bangalore,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000
1234,11/23/2016,2016,Infisecure,Technology,Bot Protection Solutions,Mumbai,"IDG Ventures, Axilor Ventures",Seed Round,600000
1235,11/23/2016,2016,Udaan,E-commerce,B2B Marketplace,Bangalore,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,10000000
1236,11/24/2016,2016,FroyoFit,Consumer Internet,Fitness Discovery Platform,Indore,Dr. Pooja Gandhi,Seed Round,Undisclosed
1237,11/24/2016,2016,Betterplace,Consumer Internet,Background Verification Services,Bangalore,Venture Highway,Seed Round,Undisclosed
1238,11/24/2016,2016,ShareChat,Consumer Internet,Local Language Social Networking Platform,Mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,4000000
1239,11/24/2016,2016,UClean,Consumer Internet,Tech Enabled Laundry Service Provider,Gurgaon,Franchise India,Private Equity,Undisclosed
1240,11/24/2016,2016,Servify,Consumer Internet,Personal Device Assistant App,Mumbai,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",Private Equity,Undisclosed
1241,11/25/2016,2016,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahemadabad,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",Seed Round,Undisclosed
1242,11/25/2016,2016,FunOnGo,Consumer Internet,Digital Media Content and Distribution platform,Mumbai,Reliance Entertainment,Private Equity,Undisclosed
1243,11/25/2016,2016,121Policy,Consumer Internet,Online Insurance Platform,Kolkata,Xelpmoc,Seed Round,Undisclosed
1244,11/26/2016,2016,TapChief,Consumer Internet,Professional Expert Advice Platform,Bangalore,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",Seed Round,Undisclosed
1245,11/28/2016,2016,Kloseby,Consumer Internet,proximity based\\xc2\\xa0 Rewards platform,Bangalore,Undisclosed Investor,Seed Round,100000
1246,11/28/2016,2016,WholeSaleBox,E-commerce,B2B Wholesale Apparel Marketplace,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000
1247,11/29/2016,2016,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,Noida,Mohit Sharma,Seed Round,Undisclosed
1248,11/29/2016,2016,Affordplan,Consumer Internet,Savings platform for Medical Expenses,New Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000
1249,11/30/2016,2016,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000
1250,11/30/2016,2016,ShopsUp,E-commerce,Hyperlocal Shopping App,Bangalore,"Anand Sankeshwar, Yang Shu",Seed Round,963000
1251,11/30/2016,2016,Indofash,E-commerce,Ethnic Indian Fashion Marketplace,Bangalore,"Shekhar Sahu, Nitesh Pant",Seed Round,150000
1252,11/30/2016,2016,Entropika,Technology,"AI, Machine learning Solutions",Bangalore,"Dileep Bhatt, Milind Chaudhary",Seed Round,200000
1253,11/30/2016,2016,MarianaIQ,Technology,AI-driven B2B marketing platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000
1254,11/30/2016,2016,Chai Thela,Food-Tech,Quick Service Restaurants,Noida,Quarizon,Seed Round,218000
1255,11/30/2016,2016,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed Round,100000
1256,11/30/2016,2016,Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed Round,440000
1257,11/30/2016,2016,Pulse,Consumer Internet,Campus Social Networking App,Bangalore,SAIF Partners,Private Equity,500000
1258,11/30/2016,2016,MonkeyBox,Consumer Internet,Healthy Food Delivery platform,Bangalore,Blume Ventures & Others,Seed Round,Undisclosed
1259,11/30/2016,2016,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed Round,500000
1260,03/10/2016,2016,MeraKisan,E-commerce,Fruit & vegetable eTailer,Bangalore,Mahindra Univeg,Seed Round,Undisclosed
1261,03/10/2016,2016,Mystifly,Consumer Internet,Airline Ticket Aggregator,Bangalore,Recruit Holdings,Private Equity,5000000
1262,03/10/2016,2016,HelpChat,Consumer Internet,AI Powered Content & Commerce platform,Bangalore,"American Express Ventures, Sequoia Capital",Private Equity,Undisclosed
1263,03/10/2016,2016,Uniphore,Technology,Speech Recognition Solutions,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000
1264,03/10/2016,2016,World Art Community,E-commerce,Art & Craft Marketplace,Gurgaon,Viraj Tyagi & Others,Seed Round,200000
1265,04/10/2016,2016,Giftxoxo,E-commerce,Online Gifting platform,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,450000
1266,04/10/2016,2016,Bharat Bazaar,E-commerce,Online B2B Marketplace,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Round,Undisclosed
1267,04/10/2016,2016,GOQii,Consumer Internet,Health & Fitness Wearable Device,Mumbai,Ratan Tata,Private Equity,Undisclosed
1268,04/10/2016,2016,India Gifts Portal,E-commerce,Online Gifting platform,Noida,"Naveen Arya, Tarun Joshi",Private Equity,2000000
1269,04/10/2016,2016,Moglix,E-commerce,Industrial & Home products marketplace,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000
1270,04/10/2016,2016,NetLinx,Consumer Internet,Internet Service Provider,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000
1271,04/10/2016,2016,Scandid,Consumer Internet,Product Shopping Comparison App,Pune,3One4 Capital,Private Equity,Undisclosed
1272,04/10/2016,2016,Remitr,Consumer Internet,Foreign Currency Payments Platform,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed Round,1000000
1273,04/10/2016,2016,InnerChef,Consumer Internet,Online food ordering platform,Gurgaon,"Mistletoe, M&S Partners",Private Equity,2500000
1274,04/10/2016,2016,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000
1275,05/10/2016,2016,MuhurtMaza,Consumer Internet,Online Puja Booking Service,Pune,Undisclosed Investor,Seed Round,Undisclosed
1276,05/10/2016,2016,Azuro,Consumer Internet,Rental Property Finder platform,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,Undisclosed
1277,05/10/2016,2016,NeuroSynaptic,Technology,Remote Healthcare Delivery Solutions,Bangalore,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,Undisclosed
1278,05/10/2016,2016,UE LifeSciences,Technology,Mobile Health Technology Solutions,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000
1279,06/10/2016,2016,FindmeaShoe,Consumer Internet,Footwear Recommendation App,Bangalore,Ventureast Fund Advisors,Seed Round,Undisclosed
1280,06/10/2016,2016,RealBox,Technology,Data Sciences Platform,Noida,Hyderabad Angels,Seed Round,300000
1281,06/10/2016,2016,Sportido,Consumer Internet,Sports Discovery platform,Noida,Sumpoorna Group,Seed Round,Undisclosed
1282,06/10/2016,2016,GoZefo,E-commerce,Used Furniture & Appliances Marketplace,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000
1283,07/10/2016,2016,RayIOT,Technology,Baby Monitoring Devices manufacturer,Bangalore,HAX Accelerator,Seed Round,100000
1284,07/10/2016,2016,KOOH Sports,Technology,Sports Training & Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000
1285,07/10/2016,2016,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000
1286,07/10/2016,2016,Sibia Analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan & Others,Seed Round,Undisclosed
1287,10/10/2016,2016,Vithi.com,E-commerce,Online Hair Extension etailer,New Delhi,undisclosed investor,Seed Round,375000
1288,11/10/2016,2016,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bangalore,Emerald Media,Private Equity,50000000
1289,11/10/2016,2016,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Round,500000
1290,12/10/2016,2016,ZipLoan,Consumer Internet,online lending platform,New Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed Round,Undisclosed
1291,10/13/2016,2016,FabAlley,E-commerce,online fashion brand store,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000
1292,10/13/2016,2016,Shoekonnect,E-commerce,B2B Marketplace for Shoes,Agra,Indian Angel Network,Seed Round,Undisclosed
1293,10/13/2016,2016,Maya,Consumer Internet,Womens Health Tracker App,Bangalore,Rajan Anandan,Seed Round,Undisclosed
1294,10/13/2016,2016,RoboVac,Technology,waterless car washing solution,Ahemadabad,Virendra Patel,Seed Round,450000
1295,10/14/2016,2016,Newspatrolling,Consumer Internet,Online News portal,New Delhi,Undisclosed,Seed Round,25000
1296,10/14/2016,2016,Postman,Consumer Internet,API Platform,Bangalore,Nexus Venture Partners,Private Equity,7000000
1297,10/14/2016,2016,ISFC,Fin-Tech,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000
1298,10/14/2016,2016,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Quarizon Consultancy Services LLP,Seed Round,Undisclosed
1299,10/14/2016,2016,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Round,Undisclosed
1300,10/14/2016,2016,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bangalore,Punit Soni,Seed Round,Undisclosed
1301,10/15/2016,2016,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000
1302,10/15/2016,2016,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Round,227000
1303,10/15/2016,2016,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Round,1000000
1304,10/17/2016,2016,Trilyo,Technology,B2B SAAS based product,Bangalore,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Round,Undisclosed
1305,10/17/2016,2016,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Round,Undisclosed
1306,10/17/2016,2016,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,Hemant Sahni,Seed Round,300000
1307,10/17/2016,2016,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,16000000
1308,10/18/2016,2016,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Newbie Promoters,Seed Round,150000
1309,10/18/2016,2016,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,Undisclosed
1310,10/18/2016,2016,Coppre,E-commerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Round,Undisclosed
1311,10/18/2016,2016,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,2500000
1312,10/18/2016,2016,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,"Hyderabad Angels, TLabs",Seed Round,Undisclosed
1313,10/19/2016,2016,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000
1314,10/19/2016,2016,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000
1315,10/19/2016,2016,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000
1316,10/20/2016,2016,Stayology,Consumer Internet,Stay & Travel related services,Bangalore,Ranjan Pai,Seed Round,Undisclosed
1317,10/20/2016,2016,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Round,Undisclosed
1318,10/20/2016,2016,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,Undisclosed
1319,10/21/2016,2016,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Round,300000
1320,10/23/2016,2016,WOTU,E-commerce,B2B Marketplace for traders,Bangalore,KAE capital,Seed Round,Undisclosed
1321,10/24/2016,2016,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,BEENEXT,Private Equity,3000000
1322,10/24/2016,2016,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000
1323,10/25/2016,2016,Kredx,E-commerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,6000000
1324,10/25/2016,2016,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Round,500000
1325,10/25/2016,2016,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Swastika Company Ltd,Seed Round,Undisclosed
1326,10/25/2016,2016,SatvaKart,E-commerce,Online Grocery Etailer,Gurgaon,Nimit Panigrahi,Seed Round,Undisclosed
1327,10/25/2016,2016,SooperMO,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Round,100000
1328,10/26/2016,2016,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Undisclosed investor,Seed Round,1000000
1329,10/26/2016,2016,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Round,Undisclosed
1330,10/26/2016,2016,The Kettlery,E-commerce,Online Tea Etailer,Ahemadabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000
1331,10/27/2016,2016,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000
1332,10/27/2016,2016,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000
1333,10/27/2016,2016,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,27000000
1334,10/28/2016,2016,Pikkol,Logistics,Relocation Service provider,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Round,Undisclosed
1335,10/29/2016,2016,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Kalaari Capital,Seed Round,100000
1336,10/29/2016,2016,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Round,100000
1337,10/29/2016,2016,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Round,100000
1338,10/30/2016,2016,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000
1339,10/31/2016,2016,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Round,1000000
1340,01/09/2016,2016,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,Undisclosed
1341,01/09/2016,2016,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000
1342,01/09/2016,2016,Renowala,E-commerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Round,Undisclosed
1343,01/09/2016,2016,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Round,Undisclosed
1344,04/09/2016,2016,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,Undisclosed
1345,05/09/2016,2016,Social Quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Round,Undisclosed
1346,05/09/2016,2016,Stalk Buy Love,E-commerce,Fashion Apparel eTailer,New Delhi,William Bissel,Seed Round,Undisclosed
1347,06/09/2016,2016,eShakti,E-commerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000
1348,06/09/2016,2016,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Round,500000
1349,06/09/2016,2016,Lenskart,E-commerce,Online Eyewear eTailer,New Delhi,PremjiInvest,Private Equity,Undisclosed
1350,06/09/2016,2016,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000
1351,07/09/2016,2016,Zilingo,E-commerce,Online Fashion Retailer,Bangalore,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000
1352,07/09/2016,2016,Alternacare,Consumer Internet,Online Doctor Consulting platform,New Delhi,Eros Labs,Seed Round,500000
1353,07/09/2016,2016,Simplilearn,Ed-Tech,Online Certification programs,Bangalore,InnoVen Capital India,Private Equity,6000000
1354,07/09/2016,2016,Prozo,E-commerce,Study Material Marketplace,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Round,315000
1355,08/09/2016,2016,TopRankers,Ed-Tech,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Round,670000
1356,08/09/2016,2016,BuildTraders,E-commerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Round,200000
1357,09/09/2016,2016,Byju\\xe2\\x80\\x99s,Ed-Tech,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000
1358,09/09/2016,2016,NoBroker,Consumer Internet,Online Home Rental platform,Bangalore,Anand Chandrasekaran,Seed Round,Undisclosed
1359,10/09/2016,2016,Freshboxx,E-commerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Round,Undisclosed
1360,10/09/2016,2016,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Round,150000
1361,10/09/2016,2016,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Round,450000
1362,10/09/2016,2016,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Round,Undisclosed
1363,12/09/2016,2016,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Round,448000
1364,12/09/2016,2016,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000
1365,12/09/2016,2016,Nykaa,E-commerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000
1366,12/09/2016,2016,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Round,300000
1367,9/13/2016,2016,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Raj Singh Bhandal,Seed Round,Undisclosed
1368,9/13/2016,2016,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Round,Undisclosed
