User ID,Subscription Type,Join Year,Join Date,Last Payment Date,Most Watched Genre,Country,Age,Gender,Device,Plan Duration,Monthly Subscription Price,Video quality,Resolution,"Customer Life
(In Month)",Total Sales,"Total Days 
(From last payment to 31st December) "
726,Premium,2022,2/8/2022,12/7/2023,Autobiography,Spain,50,Male,Laptop,1 Month,649,Best,4K+HDR,21,13629,24
727,Basic,2022,4/8/2022,12/29/2023,Fantasy,Spain,32,Female,Laptop,1 Month,199,Good,720p,20,3980,2
728,Standard,2022,4/8/2022,6/29/2023,Thriller,United States,39,Male,Laptop,6 Month,499,Better,1080p,14,6986,185
729,Standard,2022,7/7/2022,10/28/2023,Historical Fiction,Canada,43,Female,Smartphone,3 Month,499,Better,1080p,15,7485,64
737,Basic,2022,2/7/2022,6/28/2023,Drama,Brazil,43,Female,Tablet,6 Month,199,Good,720p,16,3184,186
741,Premium,2022,9/6/2022,11/28/2023,Self-Help,Spain,47,Male,Smart TV,1 Month,649,Best,4K+HDR,14,9086,33
742,Basic,2022,10/6/2022,12/28/2023,Science Fiction,Spain,51,Male,Smartphone,1 Month,199,Good,720p,14,2786,3
743,Standard,2022,10/6/2022,12/28/2023,Action,United States,31,Female,Laptop,1 Month,499,Better,1080p,14,6986,3
744,Premium,2022,11/6/2022,11/29/2023,Thriller,Canada,34,Female,Tablet,1 Month,649,Best,4K+HDR,12,7788,32
745,Basic,2022,12/6/2022,11/28/2023,Mystery,United States,28,Female,Laptop,1 Month,199,Good,720p,11,2189,33
749,Premium,2022,6/7/2022,11/28/2023,Horror,Australia,46,Male,Smart TV,1 Month,649,Best,4K+HDR,17,11033,33
750,Basic,2022,9/7/2022,11/29/2023,Thriller,Germany,47,Male,Smart TV,1 Month,199,Good,720p,14,2786,32
754,Standard,2022,10/8/2022,10/29/2023,Drama,Spain,41,Male,Laptop,3 Month,499,Better,1080p,12,5988,63
757,Standard,2022,3/9/2022,9/28/2023,Autobiography,Spain,32,Male,Laptop,3 Month,499,Better,1080p,18,8982,94
758,Basic,2022,4/9/2022,7/29/2023,Horror,United States,47,Male,Laptop,6 Month,199,Good,720p,15,2985,155
759,Standard,2022,5/9/2022,10/29/2023,Comedy,Canada,37,Male,Smart TV,3 Month,499,Better,1080p,17,8483,63
760,Premium,2022,4/9/2022,11/1/2023,Adventure,United States,40,Female,Smartphone,1 Month,649,Best,4K+HDR,18,11682,60
762,Premium,2022,1/9/2022,7/2/2023,Crime,Canada,48,Male,Laptop,6 Month,649,Best,4K+HDR,17,11033,182
767,Basic,2022,7/10/2022,9/29/2023,Thriller,Brazil,39,Male,Laptop,3 Month,199,Good,720p,14,2786,93
768,Standard,2022,8/10/2022,12/2/2023,Biography,Mexico,38,Female,Laptop,1 Month,499,Better,1080p,15,7485,29
769,Premium,2022,8/10/2022,11/28/2023,Biography,Spain,36,Female,Smart TV,1 Month,649,Best,4K+HDR,15,9735,33
770,Basic,2022,3/10/2022,9/1/2023,Crime,Italy,42,Female,Laptop,3 Month,199,Good,720p,17,3383,121
771,Premium,2022,4/10/2022,11/28/2023,Non-Fiction,Spain,27,Male,Tablet,1 Month,649,Best,4K+HDR,19,12331,33
772,Basic,2022,2/10/2022,12/1/2023,Mystery,Spain,48,Male,Laptop,1 Month,199,Good,720p,21,4179,30
773,Standard,2022,1/10/2022,6/28/2023,Comedy,United States,27,Female,Smart TV,6 Month,499,Better,1080p,17,8483,186
774,Standard,2022,3/10/2022,7/2/2023,Crime,Canada,49,Male,Smartphone,6 Month,499,Better,1080p,15,7485,182
792,Basic,2022,11/8/2022,6/28/2023,Thriller,Canada,45,Male,Smart TV,6 Month,199,Good,720p,7,1393,186
793,Standard,2022,5/8/2022,12/28/2023,Horror,United Kingdom,42,Female,Smartphone,1 Month,499,Better,1080p,19,9481,3
794,Standard,2022,2/8/2022,6/28/2023,Science Fiction,Australia,32,Female,Smart TV,6 Month,499,Better,1080p,16,7984,186
795,Basic,2022,3/8/2022,6/1/2023,Horror,Germany,47,Male,Smartphone,6 Month,199,Good,720p,14,2786,213
796,Premium,2022,4/8/2022,12/1/2023,Science Fiction,France,27,Male,Smart TV,1 Month,649,Best,4K+HDR,19,12331,30
797,Basic,2022,5/8/2022,10/28/2023,Horror,Brazil,35,Male,Tablet,3 Month,199,Good,720p,17,3383,64
798,Standard,2022,12/7/2022,11/28/2023,Thriller,Mexico,35,Male,Laptop,1 Month,499,Better,1080p,11,5489,33
799,Premium,2022,2/7/2022,12/28/2023,Thriller,Spain,48,Male,Tablet,1 Month,649,Best,4K+HDR,22,14278,3
806,Premium,2022,1/7/2022,12/28/2023,Adventure,United States,30,Female,Laptop,1 Month,649,Best,4K+HDR,23,14927,3
810,Basic,2022,9/6/2022,12/29/2023,Autobiography,Germany,38,Male,Smartphone,1 Month,199,Good,720p,15,2985,2
811,Premium,2022,10/6/2022,12/28/2023,Adventure,France,36,Male,Laptop,1 Month,649,Best,4K+HDR,14,9086,3
812,Basic,2022,11/6/2022,6/1/2023,Horror,Brazil,33,Male,Laptop,6 Month,199,Good,720p,6,1194,213
813,Standard,2022,11/6/2022,10/28/2023,Science Fiction,Mexico,50,Male,Smartphone,3 Month,499,Better,1080p,11,5489,64
814,Standard,2022,12/6/2022,7/29/2023,Mystery,Spain,38,Male,Smartphone,6 Month,499,Better,1080p,7,3493,155
819,Premium,2022,1/7/2022,11/1/2023,Historical Fiction,Canada,50,Male,Laptop,1 Month,649,Best,4K+HDR,21,13629,60
820,Basic,2022,7/7/2022,12/28/2023,Science Fiction,United States,43,Female,Tablet,1 Month,199,Good,720p,17,3383,3
825,Basic,2022,9/8/2022,6/28/2023,Mystery,Germany,30,Female,Laptop,6 Month,199,Good,720p,9,1791,186
829,Standard,2022,1/9/2022,6/29/2023,Crime,Spain,31,Male,Tablet,6 Month,499,Better,1080p,17,8483,185
830,Basic,2022,2/9/2022,6/3/2023,Self-Help,Italy,30,Female,Smartphone,6 Month,199,Good,720p,15,2985,211
831,Premium,2022,2/9/2022,9/29/2023,Comedy,Spain,35,Male,Smartphone,3 Month,649,Best,4K+HDR,19,12331,93
836,Basic,2022,4/10/2022,10/1/2023,Science Fiction,United States,28,Male,Laptop,3 Month,199,Good,720p,17,3383,91
837,Premium,2022,6/10/2022,6/29/2023,Crime,Canada,46,Female,Smart TV,6 Month,649,Best,4K+HDR,12,7788,185
838,Standard,2022,7/10/2022,9/2/2023,Comedy,United Kingdom,38,Male,Smartphone,3 Month,499,Better,1080p,13,6487,120
839,Basic,2022,6/10/2022,12/28/2023,Romance,Australia,35,Female,Laptop,1 Month,199,Good,720p,18,3582,3
840,Standard,2022,7/10/2022,7/3/2023,Crime,Germany,49,Male,Smartphone,6 Month,499,Better,1080p,11,5489,181
841,Premium,2022,6/10/2022,11/29/2023,Crime,France,42,Male,Smartphone,1 Month,649,Best,4K+HDR,17,11033,32
842,Basic,2022,6/10/2022,12/2/2023,Mystery,Brazil,37,Female,Laptop,1 Month,199,Good,720p,17,3383,29
843,Standard,2022,4/10/2022,6/1/2023,Science Fiction,Mexico,39,Female,Smartphone,6 Month,499,Better,1080p,13,6487,213
848,Standard,2022,1/11/2022,12/2/2023,Romance,United States,40,Male,Tablet,1 Month,499,Better,1080p,22,10978,29
849,Standard,2022,12/11/2022,12/29/2023,Mystery,Canada,30,Female,Smart TV,1 Month,499,Better,1080p,12,5988,2
851,Premium,2022,9/11/2022,6/28/2023,Comedy,United States,47,Male,Laptop,6 Month,649,Best,4K+HDR,9,5841,186
852,Basic,2022,8/11/2022,12/1/2023,Non-Fiction,Canada,47,Female,Laptop,1 Month,199,Good,720p,15,2985,30
853,Standard,2022,6/11/2022,10/28/2023,Romance,United Kingdom,39,Male,Tablet,3 Month,499,Better,1080p,16,7984,64
854,Premium,2022,7/11/2022,12/28/2023,Horror,Australia,49,Male,Smart TV,1 Month,649,Best,4K+HDR,17,11033,3
855,Basic,2022,2/11/2022,9/1/2023,Non-Fiction,Germany,33,Male,Laptop,3 Month,199,Good,720p,18,3582,121
856,Premium,2022,6/10/2022,7/28/2023,Adventure,France,32,Female,Smart TV,6 Month,649,Best,4K+HDR,13,8437,156
858,Standard,2022,10/9/2022,12/28/2023,Comedy,Mexico,40,Female,Laptop,1 Month,499,Better,1080p,14,6986,3
859,Standard,2022,4/9/2022,10/28/2023,Romance,Spain,51,Female,Tablet,3 Month,499,Better,1080p,18,8982,64
862,Basic,2022,12/8/2022,7/1/2023,Non-Fiction,Spain,47,Male,Smartphone,6 Month,199,Good,720p,6,1194,183
863,Standard,2022,10/8/2022,7/28/2023,Thriller,United States,35,Male,Laptop,6 Month,499,Better,1080p,9,4491,156
864,Premium,2022,10/8/2022,6/1/2023,Comedy,Canada,31,Male,Tablet,6 Month,649,Best,4K+HDR,7,4543,213
865,Basic,2022,4/8/2022,7/1/2023,Mystery,United States,36,Male,Smartphone,6 Month,199,Good,720p,14,2786,183
866,Premium,2022,5/8/2022,12/1/2023,Science Fiction,United States,41,Female,Smart TV,1 Month,649,Best,4K+HDR,18,11682,30
870,Basic,2022,3/7/2022,7/2/2023,Science Fiction,Germany,38,Male,Laptop,6 Month,199,Good,720p,15,2985,182
880,Basic,2022,11/6/2022,6/28/2023,Historical Fiction,United States,31,Male,Smart TV,6 Month,199,Good,720p,7,1393,186
881,Premium,2022,11/6/2022,10/1/2023,Thriller,United States,31,Female,Smartphone,3 Month,649,Best,4K+HDR,10,6490,91
882,Basic,2022,12/6/2022,11/1/2023,Autobiography,Canada,46,Female,Smart TV,1 Month,199,Good,720p,10,1990,60
889,Standard,2022,2/7/2022,10/1/2023,Drama,Spain,45,Female,Smartphone,3 Month,499,Better,1080p,19,9481,91
890,Basic,2022,6/7/2022,12/28/2023,Adventure,Italy,44,Male,Smart TV,1 Month,199,Good,720p,18,3582,3
894,Premium,2022,3/8/2022,6/1/2023,Action,Canada,50,Male,Smart TV,6 Month,649,Best,4K+HDR,14,9086,213
899,Premium,2022,1/9/2022,9/29/2023,Comedy,Australia,37,Male,Laptop,3 Month,649,Best,4K+HDR,20,12980,93
900,Basic,2022,2/9/2022,7/3/2023,Crime,Germany,32,Female,Smartphone,6 Month,199,Good,720p,16,3184,181
901,Basic,2022,4/9/2022,9/28/2023,Horror,France,29,Male,Smartphone,3 Month,199,Good,720p,17,3383,94
902,Premium,2022,10/9/2022,6/2/2023,Fantasy,Brazil,28,Male,Tablet,6 Month,649,Best,4K+HDR,7,4543,212
905,Basic,2022,1/10/2022,6/28/2023,Action,Italy,38,Female,Laptop,6 Month,199,Good,720p,17,3383,186
906,Premium,2022,6/10/2022,11/2/2023,Mystery,Spain,32,Male,Smart TV,1 Month,649,Best,4K+HDR,16,10384,59
907,Standard,2022,7/10/2022,9/28/2023,Fantasy,Spain,48,Male,Laptop,3 Month,499,Better,1080p,14,6986,94
908,Basic,2022,8/10/2022,11/3/2023,Horror,United States,46,Female,Smart TV,1 Month,199,Good,720p,14,2786,58
909,Standard,2022,8/10/2022,7/1/2023,Drama,Canada,30,Male,Tablet,6 Month,499,Better,1080p,10,4990,183
910,Premium,2022,8/10/2022,7/3/2023,Mystery,United States,40,Female,Smart TV,6 Month,649,Best,4K+HDR,10,6490,181
911,Basic,2022,8/10/2022,9/29/2023,Non-Fiction,United States,29,Male,Smart TV,3 Month,199,Good,720p,13,2587,93
912,Premium,2022,8/10/2022,10/2/2023,Horror,Canada,41,Male,Tablet,3 Month,649,Best,4K+HDR,13,8437,90
913,Standard,2022,10/10/2022,12/1/2023,Science Fiction,United Kingdom,32,Male,Laptop,1 Month,499,Better,1080p,13,6487,30
920,Basic,2022,9/11/2022,12/1/2023,Non-Fiction,Italy,34,Female,Tablet,1 Month,199,Good,720p,14,2786,30
921,Premium,2022,9/11/2022,9/1/2023,Romance,Spain,27,Female,Smart TV,3 Month,649,Best,4K+HDR,11,7139,121
922,Basic,2022,7/11/2022,11/1/2023,Drama,Spain,34,Male,Tablet,1 Month,199,Good,720p,15,2985,60
923,Standard,2022,8/11/2022,9/28/2023,Horror,United States,28,Male,Tablet,3 Month,499,Better,1080p,13,6487,94
924,Standard,2022,5/11/2022,10/1/2023,Science Fiction,Canada,37,Female,Smart TV,3 Month,499,Better,1080p,16,7984,91
932,Basic,2022,11/8/2022,9/2/2023,Autobiography,Brazil,37,Male,Smart TV,3 Month,199,Good,720p,9,1791,120
933,Standard,2022,11/8/2022,7/1/2023,Crime,Mexico,35,Male,Laptop,6 Month,499,Better,1080p,7,3493,183
934,Standard,2022,6/8/2022,12/1/2023,Fantasy,Spain,34,Female,Smartphone,1 Month,499,Better,1080p,17,8483,30
935,Basic,2022,7/8/2022,10/2/2023,Adventure,Italy,44,Male,Smartphone,3 Month,199,Good,720p,14,2786,90
958,Standard,2022,2/7/2022,12/1/2023,Adventure,United Kingdom,42,Female,Laptop,1 Month,499,Better,1080p,21,10479,30
959,Premium,2022,4/7/2022,6/2/2023,Comedy,Australia,35,Female,Laptop,6 Month,649,Best,4K+HDR,13,8437,212
963,Standard,2022,1/8/2022,10/1/2023,Horror,Mexico,51,Female,Tablet,3 Month,499,Better,1080p,20,9980,91
964,Standard,2022,12/8/2022,9/3/2023,Adventure,Spain,45,Male,Smart TV,3 Month,499,Better,1080p,8,3992,119
969,Premium,2022,2/9/2022,10/28/2023,Historical Fiction,Canada,28,Male,Smart TV,3 Month,649,Best,4K+HDR,20,12980,64
970,Basic,2022,3/9/2022,7/3/2023,Crime,United States,44,Female,Tablet,6 Month,199,Good,720p,15,2985,181
971,Basic,2022,5/9/2022,10/1/2023,Comedy,United States,36,Male,Tablet,3 Month,199,Good,720p,16,3184,91
972,Basic,2022,10/9/2022,11/2/2023,Self-Help,Canada,37,Female,Laptop,1 Month,199,Good,720p,12,2388,59
975,Basic,2022,2/10/2022,9/28/2023,Horror,Germany,36,Female,Smart TV,3 Month,199,Good,720p,19,3781,94
976,Basic,2022,5/10/2022,7/3/2023,Biography,France,39,Female,Laptop,6 Month,199,Good,720p,13,2587,181
977,Premium,2022,7/10/2022,6/28/2023,Comedy,Brazil,45,Female,Laptop,6 Month,649,Best,4K+HDR,11,7139,186
978,Standard,2022,8/10/2022,9/3/2023,Drama,Mexico,29,Male,Smart TV,3 Month,499,Better,1080p,12,5988,119
979,Standard,2022,8/10/2022,7/1/2023,Comedy,Spain,45,Male,Smartphone,6 Month,499,Better,1080p,10,4990,183
980,Basic,2022,9/10/2022,10/3/2023,Comedy,Italy,29,Male,Smart TV,3 Month,199,Good,720p,12,2388,89
981,Premium,2022,9/10/2022,11/28/2023,Drama,Spain,28,Female,Smart TV,1 Month,649,Best,4K+HDR,14,9086,33
982,Standard,2022,10/10/2022,10/2/2023,Drama,Spain,42,Female,Smart TV,3 Month,499,Better,1080p,11,5489,90
989,Basic,2022,8/11/2022,12/1/2023,Biography,Australia,34,Male,Smartphone,1 Month,199,Good,720p,15,2985,30
990,Standard,2022,9/11/2022,12/1/2023,Science Fiction,Germany,35,Male,Smartphone,1 Month,499,Better,1080p,14,6986,30
991,Premium,2022,7/11/2022,11/1/2023,Autobiography,France,44,Female,Smart TV,1 Month,649,Best,4K+HDR,15,9735,60
992,Basic,2022,8/11/2022,10/3/2023,Adventure,Brazil,47,Female,Smartphone,3 Month,199,Good,720p,13,2587,89
993,Standard,2022,8/11/2022,9/3/2023,Fantasy,Mexico,33,Female,Laptop,3 Month,499,Better,1080p,12,5988,119
1001,Premium,2022,12/8/2022,6/3/2023,Horror,United States,34,Female,Laptop,6 Month,649,Best,4K+HDR,5,3245,211
1002,Basic,2022,12/8/2022,11/3/2023,Self-Help,Canada,38,Female,Tablet,1 Month,199,Good,720p,10,1990,58
1003,Standard,2022,11/8/2022,9/1/2023,Self-Help,United Kingdom,46,Male,Smart TV,3 Month,499,Better,1080p,9,4491,121
1004,Premium,2022,11/8/2022,11/2/2023,Thriller,Australia,42,Male,Smart TV,1 Month,649,Best,4K+HDR,11,7139,59
1005,Basic,2022,10/8/2022,9/2/2023,Fantasy,Germany,46,Male,Laptop,3 Month,199,Good,720p,10,1990,120
1009,Standard,2022,5/7/2022,12/2/2023,Fantasy,Spain,31,Female,Laptop,1 Month,499,Better,1080p,18,8982,29
1010,Basic,2022,1/7/2022,6/3/2023,Fantasy,Italy,36,Female,Tablet,6 Month,199,Good,720p,16,3184,211
1011,Premium,2022,1/7/2022,11/28/2023,Historical Fiction,Spain,28,Male,Smart TV,1 Month,649,Best,4K+HDR,22,14278,33
1027,Basic,2022,2/7/2022,9/1/2023,Biography,Spain,28,Female,Tablet,3 Month,199,Good,720p,18,3582,121
1028,Standard,2022,4/7/2022,9/1/2023,Drama,United States,47,Male,Tablet,3 Month,499,Better,1080p,16,7984,121
1029,Standard,2022,7/7/2022,10/2/2023,Adventure,Canada,47,Male,Smartphone,3 Month,499,Better,1080p,14,6986,90
1045,Basic,2022,4/10/2022,9/1/2023,Action,United States,27,Male,Tablet,3 Month,199,Good,720p,16,3184,121
1046,Basic,2022,6/10/2022,11/3/2023,Action,United States,27,Male,Laptop,1 Month,199,Good,720p,16,3184,58
1047,Basic,2022,7/10/2022,10/1/2023,Self-Help,Canada,39,Female,Laptop,3 Month,199,Good,720p,14,2786,91
1048,Standard,2022,8/10/2022,12/3/2023,Adventure,United Kingdom,51,Male,Tablet,1 Month,499,Better,1080p,15,7485,28
1049,Premium,2022,9/10/2022,10/1/2023,Mystery,Australia,41,Male,Smartphone,3 Month,649,Best,4K+HDR,12,7788,91
1050,Basic,2022,10/10/2022,11/3/2023,Crime,Germany,30,Female,Smart TV,1 Month,199,Good,720p,12,2388,58
1051,Basic,2022,10/10/2022,7/28/2023,Historical Fiction,France,46,Male,Laptop,6 Month,199,Good,720p,9,1791,156
1058,Basic,2022,5/11/2022,6/2/2023,Fantasy,United States,28,Female,Smart TV,6 Month,199,Good,720p,12,2388,212
1059,Standard,2022,7/11/2022,9/2/2023,Drama,Canada,43,Male,Tablet,3 Month,499,Better,1080p,13,6487,120
1060,Premium,2022,8/11/2022,9/2/2023,Autobiography,United States,50,Female,Laptop,3 Month,649,Best,4K+HDR,12,7788,120
1061,Basic,2022,9/11/2022,11/1/2023,Romance,United States,30,Female,Tablet,1 Month,199,Good,720p,13,2587,60
1062,Premium,2022,10/11/2022,11/3/2023,Comedy,Canada,34,Female,Laptop,1 Month,649,Best,4K+HDR,12,7788,58
1063,Standard,2022,2/11/2022,7/3/2023,Self-Help,United Kingdom,35,Female,Laptop,6 Month,499,Better,1080p,16,7984,181
1069,Premium,2022,10/10/2022,10/2/2023,Non-Fiction,Spain,46,Male,Smart TV,3 Month,649,Best,4K+HDR,11,7139,90
1070,Basic,2022,6/9/2022,11/3/2023,Romance,Italy,31,Male,Tablet,1 Month,199,Good,720p,16,3184,58
1071,Premium,2022,6/9/2022,10/3/2023,Comedy,Spain,40,Female,Tablet,3 Month,649,Best,4K+HDR,15,9735,89
1075,Basic,2022,6/8/2022,12/3/2023,Mystery,United States,43,Male,Smart TV,1 Month,199,Good,720p,17,3383,28
1076,Premium,2022,6/8/2022,12/3/2023,Autobiography,United States,38,Female,Laptop,1 Month,649,Best,4K+HDR,17,11033,28
1079,Premium,2022,9/7/2022,6/2/2023,Crime,Australia,49,Female,Tablet,6 Month,649,Best,4K+HDR,8,5192,212
1080,Basic,2022,4/7/2022,6/3/2023,Mystery,Germany,33,Male,Smartphone,6 Month,199,Good,720p,13,2587,211
1097,Basic,2022,3/7/2022,9/2/2023,Fantasy,Brazil,45,Female,Smartphone,3 Month,199,Good,720p,17,3383,120
1098,Standard,2022,4/7/2022,10/2/2023,Mystery,Mexico,39,Female,Smartphone,3 Month,499,Better,1080p,17,8483,90
1099,Premium,2022,8/7/2022,6/2/2023,Mystery,Spain,51,Female,Laptop,6 Month,649,Best,4K+HDR,9,5841,212
1103,Standard,2022,2/8/2022,10/1/2023,Science Fiction,United States,49,Female,Tablet,3 Month,499,Better,1080p,19,9481,91
1104,Standard,2022,9/8/2022,6/3/2023,Mystery,Canada,37,Female,Smart TV,6 Month,499,Better,1080p,8,3992,211
1108,Standard,2022,2/9/2022,7/3/2023,Adventure,United Kingdom,34,Male,Laptop,6 Month,499,Better,1080p,16,7984,181
1109,Premium,2022,4/9/2022,7/1/2023,Action,Australia,51,Female,Smartphone,6 Month,649,Best,4K+HDR,14,9086,183
1110,Basic,2022,5/9/2022,11/4/2023,Fantasy,Germany,41,Female,Tablet,1 Month,199,Good,720p,17,3383,57
1111,Premium,2022,10/9/2022,11/1/2023,Action,France,51,Male,Smart TV,1 Month,649,Best,4K+HDR,12,7788,60
1114,Standard,2022,1/10/2022,12/3/2023,Self-Help,Spain,50,Male,Smart TV,1 Month,499,Better,1080p,22,10978,28
1115,Basic,2022,3/10/2022,11/1/2023,Adventure,Italy,33,Male,Laptop,1 Month,199,Good,720p,19,3781,60
1116,Premium,2022,6/10/2022,12/4/2023,Horror,Spain,44,Female,Laptop,1 Month,649,Best,4K+HDR,17,11033,27
1117,Basic,2022,8/10/2022,10/1/2023,Horror,Spain,42,Female,Tablet,3 Month,199,Good,720p,13,2587,91
1118,Standard,2022,9/10/2022,11/3/2023,Crime,United States,35,Male,Smart TV,1 Month,499,Better,1080p,13,6487,58
1119,Premium,2022,10/10/2022,11/2/2023,Comedy,Canada,48,Male,Smartphone,1 Month,649,Best,4K+HDR,12,7788,59
1120,Basic,2022,10/10/2022,9/4/2023,Romance,United States,51,Female,Smartphone,3 Month,199,Good,720p,10,1990,118
1121,Basic,2022,12/10/2022,9/1/2023,Non-Fiction,United States,44,Female,Smart TV,3 Month,199,Good,720p,8,1592,121
1128,Standard,2022,5/11/2022,9/3/2023,Science Fiction,Mexico,42,Male,Tablet,3 Month,499,Better,1080p,15,7485,119
1129,Standard,2022,7/11/2022,10/3/2023,Biography,Spain,37,Female,Smartphone,3 Month,499,Better,1080p,14,6986,89
1130,Basic,2022,8/11/2022,11/3/2023,Fantasy,Italy,27,Female,Smart TV,1 Month,199,Good,720p,14,2786,58
1131,Premium,2022,9/11/2022,7/2/2023,Action,Spain,34,Female,Laptop,6 Month,649,Best,4K+HDR,9,5841,182
1132,Standard,2022,6/11/2022,11/3/2023,Adventure,Spain,51,Male,Laptop,1 Month,499,Better,1080p,16,7984,58
1133,Basic,2022,4/11/2022,10/3/2023,Action,United States,42,Male,Laptop,3 Month,199,Good,720p,17,3383,89
1134,Standard,2022,3/11/2022,11/5/2023,Self-Help,Canada,46,Female,Smart TV,1 Month,499,Better,1080p,19,9481,56
1139,Basic,2022,11/9/2022,11/2/2023,Fantasy,Australia,33,Male,Smartphone,1 Month,199,Good,720p,11,2189,59
1140,Standard,2022,9/9/2022,12/3/2023,Autobiography,Germany,31,Female,Smart TV,1 Month,499,Better,1080p,14,6986,28
1145,Basic,2022,9/8/2022,11/3/2023,Drama,Italy,46,Male,Smart TV,1 Month,199,Good,720p,13,2587,58
1146,Premium,2022,4/8/2022,7/4/2023,Fantasy,Spain,46,Female,Smartphone,6 Month,649,Best,4K+HDR,14,9086,180
1148,Standard,2022,11/7/2022,9/2/2023,Thriller,United States,38,Male,Smartphone,3 Month,499,Better,1080p,9,4491,120
1149,Standard,2022,9/7/2022,10/3/2023,Self-Help,Canada,48,Female,Tablet,3 Month,499,Better,1080p,12,5988,89
1150,Basic,2022,1/7/2022,10/3/2023,Action,United States,38,Male,Tablet,3 Month,199,Good,720p,20,3980,89
1166,Premium,2022,2/7/2022,11/2/2023,Action,United States,39,Female,Tablet,1 Month,649,Best,4K+HDR,20,12980,59
1167,Basic,2022,3/7/2022,6/2/2023,Science Fiction,Canada,45,Male,Tablet,6 Month,199,Good,720p,14,2786,212
1168,Standard,2022,5/7/2022,10/2/2023,Action,United Kingdom,42,Male,Laptop,3 Month,499,Better,1080p,16,7984,90
1217,Basic,2022,12/7/2022,6/1/2023,Autobiography,Brazil,42,Male,Laptop,6 Month,199,Good,720p,5,995,213
1218,Standard,2022,11/7/2022,12/3/2023,Thriller,Mexico,40,Male,Laptop,1 Month,499,Better,1080p,12,5988,28
1219,Premium,2022,6/7/2022,12/4/2023,Self-Help,Spain,48,Female,Smartphone,1 Month,649,Best,4K+HDR,17,11033,27
1220,Basic,2022,1/7/2022,10/3/2023,Science Fiction,Italy,28,Male,Smart TV,3 Month,199,Good,720p,20,3980,89
1221,Premium,2022,2/7/2022,12/1/2023,Crime,Spain,40,Male,Smart TV,1 Month,649,Best,4K+HDR,21,13629,30
1236,Premium,2022,1/7/2022,7/2/2023,Science Fiction,Spain,35,Female,Tablet,6 Month,649,Best,4K+HDR,17,11033,182
1237,Basic,2022,5/7/2022,7/2/2023,Fantasy,Spain,32,Female,Tablet,6 Month,199,Good,720p,13,2587,182
1238,Standard,2022,12/7/2022,9/4/2023,Non-Fiction,United States,28,Female,Smartphone,3 Month,499,Better,1080p,8,3992,118
1247,Basic,2022,1/9/2022,10/2/2023,Action,Brazil,41,Female,Smartphone,3 Month,199,Good,720p,20,3980,90
1248,Standard,2022,3/9/2022,12/5/2023,Fantasy,Mexico,47,Female,Smart TV,1 Month,499,Better,1080p,20,9980,26
1249,Premium,2022,7/9/2022,7/3/2023,Biography,Spain,28,Female,Smart TV,6 Month,649,Best,4K+HDR,11,7139,181
1250,Basic,2022,8/9/2022,10/4/2023,Thriller,Italy,44,Female,Smartphone,3 Month,199,Good,720p,13,2587,88
1255,Basic,2022,2/10/2022,10/4/2023,Action,United States,50,Male,Smart TV,3 Month,199,Good,720p,19,3781,88
1256,Premium,2022,3/10/2022,7/5/2023,Crime,United States,43,Male,Laptop,6 Month,649,Best,4K+HDR,15,9735,179
1257,Basic,2022,5/10/2022,9/1/2023,Crime,Canada,32,Male,Smart TV,3 Month,199,Good,720p,15,2985,121
1258,Standard,2022,10/10/2022,11/3/2023,Romance,United Kingdom,42,Female,Tablet,1 Month,499,Better,1080p,12,5988,58
1259,Premium,2022,11/10/2022,11/3/2023,Science Fiction,Australia,41,Female,Laptop,1 Month,649,Best,4K+HDR,11,7139,58
1268,Standard,2022,2/11/2022,9/4/2023,Horror,United States,42,Female,Laptop,3 Month,499,Better,1080p,18,8982,118
1269,Premium,2022,3/11/2022,11/5/2023,Drama,Canada,48,Female,Smartphone,1 Month,649,Best,4K+HDR,19,12331,56
1270,Basic,2022,4/11/2022,12/6/2023,Action,United States,30,Female,Smart TV,1 Month,199,Good,720p,19,3781,25
1271,Basic,2022,5/11/2022,10/3/2023,Mystery,United States,51,Male,Smartphone,3 Month,199,Good,720p,16,3184,89
1272,Basic,2022,5/11/2022,9/4/2023,Crime,Canada,27,Male,Smartphone,3 Month,199,Good,720p,15,2985,118
1279,Standard,2022,12/9/2022,7/3/2023,Mystery,Spain,34,Female,Tablet,6 Month,499,Better,1080p,6,2994,181
1284,Standard,2022,9/8/2022,7/3/2023,Science Fiction,Canada,32,Female,Tablet,6 Month,499,Better,1080p,9,4491,181
1285,Premium,2022,6/8/2022,7/4/2023,Science Fiction,United States,39,Male,Smart TV,6 Month,649,Best,4K+HDR,12,7788,180
1287,Premium,2022,12/7/2022,12/2/2023,Historical Fiction,Canada,46,Male,Tablet,1 Month,649,Best,4K+HDR,11,7139,29
1288,Standard,2022,12/7/2022,11/3/2023,Non-Fiction,United Kingdom,39,Male,Smartphone,1 Month,499,Better,1080p,10,4990,58
1289,Basic,2022,2/7/2022,11/4/2023,Self-Help,Australia,46,Female,Tablet,1 Month,199,Good,720p,20,3980,57
1290,Standard,2022,2/7/2022,6/3/2023,Crime,Germany,43,Male,Laptop,6 Month,499,Better,1080p,15,7485,211
1293,Standard,2022,1/7/2022,10/4/2023,Comedy,Mexico,40,Female,Tablet,3 Month,499,Better,1080p,20,9980,88
1305,Basic,2022,1/7/2022,9/3/2023,Science Fiction,Germany,49,Male,Smartphone,3 Month,199,Good,720p,19,3781,119
