User ID,Subscription Type,Join Year,Join Date,Last Payment Date,Most Watched Genre,Country,Age,Gender,Device,Plan Duration,Monthly Subscription Price,Video quality,Resolution,"Customer Life
(In Month)","Number of 
Non-Subscription
Months",Total Earning,"Total Days 
(From last payment to 31st December)"
OTT-1897,Basic,2020,6/21/2020,6/9/2023,Mystery,Philippines,49,Female,Smartphone,6 Month,249,Good,720p,35,6,7221,205
OTT-1898,Standard,2019,6/19/2019,6/6/2023,Adventure,Japan,41,Female,Tablet,3 Month,549,Better,1080p,47,9,20862,208
OTT-1899,Standard,2019,2/19/2019,2/7/2023,Horror,Vietnam,39,Female,Smartphone,6 Month,549,Better,1080p,47,7,21960,327
OTT-1900,Basic,2021,11/19/2021,11/9/2023,Horror,Vietnam,45,Female,Smartphone,1 Month,249,Good,720p,23,5,4482,52
OTT-1901,Premium,2019,9/29/2019,9/8/2023,Crime,India,38,Male,Tablet,1 Month,799,Best,4K+HDR,47,6,32759,114
OTT-1902,Basic,2021,11/5/2021,11/6/2023,Action,South Korea,30,Male,Smart TV,6 Month,249,Good,720p,24,2,5478,55
OTT-1903,Standard,2019,9/29/2019,9/10/2023,Crime,India,27,Female,Smart TV,1 Month,549,Better,1080p,47,9,20862,112
OTT-1904,Premium,2020,1/1/2020,1/8/2023,Historical Fiction,Thailand,36,Female,Smartphone,1 Month,799,Best,4K+HDR,36,3,26367,357
OTT-1917,Basic,2019,8/3/2019,8/8/2023,Crime,Indonesia,32,Female,Tablet,3 Month,249,Good,720p,48,9,9711,145
OTT-1918,Standard,2020,4/23/2020,4/8/2023,Drama,Singapore,34,Female,Smartphone,6 Month,549,Better,1080p,35,7,15372,267
OTT-1919,Standard,2020,11/24/2020,11/10/2023,Non-Fiction,China,27,Female,Smart TV,6 Month,549,Better,1080p,35,10,13725,51
OTT-1920,Basic,2020,9/19/2020,9/9/2023,Drama,China,38,Male,Laptop,6 Month,249,Good,720p,35,4,7719,113
OTT-1926,Premium,2019,11/3/2019,11/8/2023,Non-Fiction,China,28,Female,Tablet,6 Month,799,Best,4K+HDR,48,7,32759,53
OTT-1927,Basic,2019,11/14/2019,11/10/2023,Romance,Indonesia,43,Female,Smart TV,1 Month,249,Good,720p,47,9,9462,51
OTT-1928,Standard,2020,10/21/2020,10/8/2023,Crime,Indonesia,44,Female,Smart TV,6 Month,549,Better,1080p,35,10,13725,84
OTT-1929,Standard,2019,10/17/2019,10/11/2023,Romance,Singapore,33,Female,Smartphone,3 Month,549,Better,1080p,47,9,20862,81
OTT-1930,Basic,2020,3/5/2020,3/7/2023,Historical Fiction,Indonesia,36,Male,Smart TV,1 Month,249,Good,720p,36,5,7719,299
OTT-1931,Premium,2020,5/1/2020,5/9/2023,Horror,Malaysia,27,Male,Tablet,6 Month,799,Best,4K+HDR,36,1,27965,236
OTT-1932,Basic,2021,11/29/2021,11/7/2023,Horror,Japan,41,Male,Tablet,1 Month,249,Good,720p,23,8,3735,54
OTT-1933,Standard,2021,2/7/2021,2/11/2023,Autobiography,China,32,Male,Smart TV,1 Month,549,Better,1080p,24,7,9333,323
OTT-1934,Premium,2020,5/3/2020,5/7/2023,Crime,Indonesia,36,Female,Laptop,6 Month,799,Best,4K+HDR,36,10,20774,238
OTT-1935,Basic,2021,1/11/2021,1/8/2023,Drama,India,36,Female,Tablet,6 Month,249,Good,720p,23,3,4980,357
OTT-1946,Basic,2021,11/14/2021,11/7/2023,Drama,India,34,Female,Smart TV,3 Month,249,Good,720p,23,5,4482,54
OTT-1947,Basic,2021,1/29/2021,1/10/2023,Self-Help,South Korea,39,Male,Smartphone,6 Month,249,Good,720p,23,8,3735,355
OTT-1953,Standard,2020,10/19/2020,10/8/2023,Romance,Japan,47,Male,Smartphone,3 Month,549,Better,1080p,35,6,15921,84
OTT-1954,Standard,2019,11/21/2019,11/9/2023,Drama,Philippines,43,Male,Laptop,6 Month,549,Better,1080p,47,2,24705,52
OTT-1955,Basic,2019,7/29/2019,7/11/2023,Mystery,Thailand,34,Male,Smartphone,1 Month,249,Good,720p,47,4,10707,173
OTT-1956,Premium,2019,9/5/2019,9/8/2023,Comedy,Indonesia,30,Female,Tablet,3 Month,799,Best,4K+HDR,48,6,33558,114
OTT-1964,Basic,2021,8/29/2021,8/8/2023,Comedy,South Korea,29,Male,Smart TV,1 Month,249,Good,720p,23,1,5478,145
OTT-1965,Standard,2021,5/29/2021,5/8/2023,Adventure,Vietnam,44,Female,Tablet,6 Month,549,Better,1080p,23,5,9882,237
OTT-1966,Premium,2020,9/17/2020,9/9/2023,Action,Singapore,44,Female,Tablet,3 Month,799,Best,4K+HDR,35,6,23171,113
OTT-1967,Basic,2020,9/1/2020,9/9/2023,Mystery,Thailand,29,Male,Laptop,6 Month,249,Good,720p,36,5,7719,113
OTT-1968,Standard,2019,6/1/2019,6/6/2023,Crime,India,32,Female,Tablet,6 Month,549,Better,1080p,48,8,21960,208
OTT-1969,Premium,2021,12/21/2021,12/9/2023,Adventure,Japan,31,Male,Smartphone,3 Month,799,Best,4K+HDR,23,6,13583,22
OTT-1970,Basic,2019,7/3/2019,7/9/2023,Mystery,Singapore,27,Male,Laptop,6 Month,249,Good,720p,48,3,11205,175
OTT-1971,Premium,2020,12/14/2020,12/8/2023,Romance,China,43,Female,Laptop,6 Month,799,Best,4K+HDR,35,4,24769,23
OTT-1972,Basic,2021,3/14/2021,3/6/2023,Biography,Thailand,48,Male,Tablet,1 Month,249,Good,720p,23,3,4980,300
OTT-1973,Standard,2021,5/17/2021,5/10/2023,Adventure,Vietnam,37,Female,Tablet,6 Month,549,Better,1080p,23,4,10431,235
OTT-1974,Standard,2019,9/23/2019,9/9/2023,Historical Fiction,Vietnam,42,Male,Smartphone,6 Month,549,Better,1080p,47,7,21960,113
OTT-1975,Basic,2019,7/14/2019,7/8/2023,Drama,Singapore,40,Male,Tablet,1 Month,249,Good,720p,47,9,9462,176
OTT-1977,Basic,2019,2/1/2019,2/7/2023,Adventure,Vietnam,31,Male,Smartphone,1 Month,249,Good,720p,48,6,10458,327
OTT-1978,Standard,2021,4/1/2021,4/9/2023,Crime,Malaysia,30,Male,Smart TV,1 Month,549,Better,1080p,24,10,7686,266
OTT-1985,Basic,2019,6/17/2019,6/9/2023,Fantasy,Malaysia,40,Male,Tablet,3 Month,249,Good,720p,47,9,9462,205
OTT-1987,Basic,2020,3/11/2020,3/9/2023,Horror,Japan,31,Male,Smart TV,6 Month,249,Good,720p,35,2,8217,297
OTT-1988,Standard,2019,12/21/2019,12/8/2023,Horror,Singapore,39,Female,Smartphone,6 Month,549,Better,1080p,47,5,23058,23
OTT-1989,Premium,2021,6/23/2021,6/10/2023,Autobiography,Philippines,47,Female,Tablet,3 Month,799,Best,4K+HDR,23,6,13583,204
OTT-1995,Basic,2019,12/29/2019,12/9/2023,Comedy,India,39,Male,Tablet,1 Month,249,Good,720p,47,10,9213,22
OTT-1996,Premium,2021,10/17/2021,10/8/2023,Comedy,South Korea,34,Male,Smart TV,1 Month,799,Best,4K+HDR,23,4,15181,84
OTT-1997,Basic,2021,6/17/2021,6/10/2023,Comedy,Singapore,47,Male,Smart TV,3 Month,249,Good,720p,23,2,5229,204
OTT-1998,Standard,2021,7/29/2021,7/8/2023,Drama,India,47,Female,Smart TV,3 Month,549,Better,1080p,23,2,11529,176
OTT-1999,Premium,2019,6/5/2019,6/11/2023,Horror,South Korea,46,Male,Smart TV,1 Month,799,Best,4K+HDR,48,5,34357,203
OTT-2000,Basic,2020,9/23/2020,9/8/2023,Action,China,31,Male,Smart TV,6 Month,249,Good,720p,35,5,7470,114
OTT-2001,Premium,2019,7/3/2019,7/9/2023,Science Fiction,Malaysia,41,Female,Smart TV,6 Month,799,Best,4K+HDR,48,6,33558,175
OTT-2002,Basic,2020,4/23/2020,4/8/2023,Non-Fiction,Vietnam,30,Female,Smartphone,6 Month,249,Good,720p,35,6,7221,267
OTT-2003,Standard,2019,3/14/2019,3/11/2023,Thriller,Thailand,41,Male,Tablet,3 Month,549,Better,1080p,47,7,21960,295
OTT-2004,Standard,2019,11/19/2019,11/8/2023,Biography,Japan,48,Female,Laptop,3 Month,549,Better,1080p,47,8,21411,53
OTT-2010,Basic,2020,8/19/2020,8/8/2023,Autobiography,Thailand,28,Male,Laptop,6 Month,249,Good,720p,35,10,6225,145
OTT-2015,Basic,2020,1/17/2020,1/10/2023,Self-Help,Vietnam,27,Male,Smartphone,3 Month,249,Good,720p,35,7,6972,355
OTT-2016,Premium,2020,1/21/2020,1/7/2023,Autobiography,China,32,Female,Smart TV,3 Month,799,Best,4K+HDR,35,9,20774,358
OTT-2022,Basic,2019,3/24/2019,3/11/2023,Horror,Philippines,48,Female,Laptop,6 Month,249,Good,720p,47,8,9711,295
OTT-2023,Standard,2021,3/17/2021,3/9/2023,Adventure,Vietnam,37,Male,Tablet,6 Month,549,Better,1080p,23,6,9333,297
OTT-2024,Premium,2021,3/1/2021,2/10/2023,Fantasy,Thailand,46,Female,Laptop,3 Month,799,Best,4K+HDR,23,6,13583,324
OTT-2025,Basic,2019,9/7/2019,9/11/2023,Comedy,Philippines,46,Male,Laptop,3 Month,249,Good,720p,48,8,9960,111
OTT-2034,Standard,2020,1/14/2020,1/8/2023,Thriller,India,30,Male,Laptop,6 Month,549,Better,1080p,35,5,16470,357
OTT-2035,Premium,2020,5/1/2020,5/9/2023,Thriller,China,51,Female,Smart TV,1 Month,799,Best,4K+HDR,36,7,23171,236
OTT-2036,Basic,2021,4/23/2021,4/10/2023,Romance,Thailand,48,Female,Smartphone,6 Month,249,Good,720p,23,4,4731,265
OTT-2037,Premium,2020,11/24/2020,11/9/2023,Action,Malaysia,41,Female,Smart TV,6 Month,799,Best,4K+HDR,35,8,21573,52
OTT-2038,Standard,2020,9/14/2020,9/7/2023,Comedy,Philippines,37,Female,Smartphone,1 Month,549,Better,1080p,35,4,17019,115
OTT-2039,Basic,2021,5/3/2021,5/10/2023,Mystery,Indonesia,43,Male,Laptop,3 Month,249,Good,720p,24,2,5478,235
OTT-2040,Standard,2020,12/11/2020,12/9/2023,Non-Fiction,India,51,Male,Laptop,6 Month,549,Better,1080p,35,3,17568,22
OTT-2041,Premium,2019,8/1/2019,8/8/2023,Comedy,Vietnam,34,Female,Smartphone,3 Month,799,Best,4K+HDR,48,6,33558,145
OTT-2042,Basic,2021,5/1/2021,5/7/2023,Self-Help,Thailand,35,Female,Smartphone,1 Month,249,Good,720p,24,2,5478,238
OTT-2043,Standard,2019,5/21/2019,5/10/2023,Non-Fiction,South Korea,45,Female,Smart TV,3 Month,549,Better,1080p,47,4,23607,235
OTT-2044,Premium,2020,10/1/2020,10/9/2023,Science Fiction,India,31,Male,Smart TV,6 Month,799,Best,4K+HDR,36,1,27965,83
OTT-2045,Basic,2021,9/19/2021,9/10/2023,Fantasy,South Korea,50,Female,Laptop,6 Month,249,Good,720p,23,2,5229,112
OTT-2049,Standard,2021,4/23/2021,4/8/2023,Drama,South Korea,34,Male,Tablet,3 Month,549,Better,1080p,23,2,11529,267
OTT-2050,Basic,2021,2/5/2021,2/8/2023,Action,Malaysia,35,Female,Smartphone,1 Month,249,Good,720p,24,9,3735,326
OTT-2055,Basic,2020,12/5/2020,12/9/2023,Autobiography,Philippines,29,Female,Laptop,6 Month,249,Good,720p,36,1,8715,22
OTT-2057,Basic,2020,5/24/2020,5/9/2023,Self-Help,Singapore,32,Male,Smartphone,1 Month,249,Good,720p,35,3,7968,236
OTT-2058,Standard,2021,9/11/2021,9/8/2023,Comedy,Thailand,31,Female,Smartphone,6 Month,549,Better,1080p,23,8,8235,114
OTT-2059,Standard,2019,12/5/2019,12/11/2023,Biography,Indonesia,31,Male,Laptop,6 Month,549,Better,1080p,48,5,23607,20
OTT-2060,Basic,2021,1/19/2021,1/9/2023,Mystery,China,29,Male,Smart TV,6 Month,249,Good,720p,23,10,3237,356
OTT-2061,Premium,2020,8/14/2020,8/10/2023,Action,Malaysia,48,Male,Smart TV,1 Month,799,Best,4K+HDR,35,3,25568,143
OTT-2066,Premium,2021,1/5/2021,1/9/2023,Comedy,China,48,Female,Laptop,1 Month,799,Best,4K+HDR,24,4,15980,356
OTT-2067,Basic,2021,3/1/2021,3/10/2023,Science Fiction,Japan,44,Female,Laptop,6 Month,249,Good,720p,24,5,4731,296
OTT-2068,Standard,2019,9/19/2019,9/9/2023,Mystery,South Korea,47,Female,Laptop,6 Month,549,Better,1080p,47,8,21411,113
OTT-2069,Standard,2019,12/21/2019,12/11/2023,Crime,China,35,Male,Smart TV,6 Month,549,Better,1080p,47,8,21411,20
OTT-2070,Basic,2021,3/29/2021,3/8/2023,Self-Help,Indonesia,35,Female,Smartphone,3 Month,249,Good,720p,23,9,3486,298
OTT-2071,Premium,2020,5/5/2020,5/9/2023,Drama,Thailand,35,Male,Smartphone,3 Month,799,Best,4K+HDR,36,3,26367,236
OTT-2072,Basic,2020,3/19/2020,3/8/2023,Fantasy,Philippines,49,Female,Laptop,3 Month,249,Good,720p,35,4,7719,298
OTT-2073,Standard,2019,5/11/2019,5/11/2023,Horror,Thailand,50,Female,Tablet,6 Month,549,Better,1080p,48,9,21411,234
OTT-2084,Premium,2019,5/3/2019,5/8/2023,Comedy,China,27,Female,Smartphone,3 Month,799,Best,4K+HDR,48,10,30362,237
OTT-2085,Basic,2019,4/14/2019,4/10/2023,Mystery,Thailand,33,Male,Laptop,3 Month,249,Good,720p,47,4,10707,265
OTT-2086,Premium,2021,7/14/2021,7/9/2023,Action,Philippines,45,Female,Smart TV,6 Month,799,Best,4K+HDR,23,4,15181,175
OTT-2087,Basic,2021,6/7/2021,6/12/2023,Drama,Singapore,49,Male,Tablet,1 Month,249,Good,720p,24,2,5478,202
OTT-2091,Premium,2019,12/29/2019,12/9/2023,Science Fiction,Vietnam,44,Female,Smartphone,6 Month,799,Best,4K+HDR,47,4,34357,22
OTT-2092,Basic,2019,11/21/2019,11/9/2023,Horror,India,39,Female,Laptop,3 Month,249,Good,720p,47,9,9462,52
OTT-2093,Standard,2020,3/7/2020,3/9/2023,Biography,Singapore,49,Male,Smart TV,6 Month,549,Better,1080p,36,5,17019,297
OTT-2094,Premium,2021,8/11/2021,8/11/2023,Self-Help,Thailand,42,Female,Smart TV,3 Month,799,Best,4K+HDR,24,7,13583,142
OTT-2103,Standard,2019,5/21/2019,5/11/2023,Historical Fiction,Thailand,37,Female,Laptop,3 Month,549,Better,1080p,47,4,23607,234
OTT-2104,Standard,2019,12/7/2019,12/7/2023,Adventure,Philippines,36,Female,Tablet,3 Month,549,Better,1080p,48,3,24705,24
OTT-2105,Basic,2020,4/29/2020,4/11/2023,Thriller,Japan,28,Female,Smartphone,1 Month,249,Good,720p,35,8,6723,264
OTT-2106,Premium,2019,12/19/2019,12/10/2023,Autobiography,Thailand,31,Female,Smartphone,1 Month,799,Best,4K+HDR,47,10,29563,21
OTT-2107,Standard,2020,12/23/2020,12/9/2023,Science Fiction,Thailand,43,Female,Smart TV,3 Month,549,Better,1080p,35,10,13725,22
OTT-2108,Basic,2020,5/14/2020,5/7/2023,Historical Fiction,South Korea,28,Female,Smartphone,6 Month,249,Good,720p,35,7,6972,238
OTT-2109,Standard,2019,6/1/2019,6/10/2023,Mystery,Malaysia,32,Male,Tablet,1 Month,549,Better,1080p,48,8,21960,204
OTT-2110,Premium,2021,5/23/2021,5/10/2023,Non-Fiction,Japan,31,Female,Smartphone,1 Month,799,Best,4K+HDR,23,1,17578,235
OTT-2111,Basic,2021,1/3/2021,1/10/2023,Historical Fiction,India,32,Male,Laptop,3 Month,249,Good,720p,24,9,3735,355
OTT-2112,Premium,2019,1/14/2019,1/9/2023,Science Fiction,Thailand,39,Female,Smart TV,3 Month,799,Best,4K+HDR,47,1,36754,356
OTT-2113,Standard,2021,3/17/2021,3/10/2023,Mystery,China,48,Female,Tablet,6 Month,549,Better,1080p,23,7,8784,296
OTT-2114,Basic,2020,11/3/2020,11/10/2023,Fantasy,Philippines,48,Female,Tablet,6 Month,249,Good,720p,36,8,6972,51
OTT-2115,Standard,2021,2/1/2021,2/10/2023,Thriller,Japan,45,Female,Laptop,6 Month,549,Better,1080p,24,2,12078,324
OTT-2116,Premium,2021,8/21/2021,8/8/2023,Horror,India,30,Female,Tablet,3 Month,799,Best,4K+HDR,23,9,11186,145
OTT-2125,Basic,2021,11/21/2021,11/10/2023,Horror,Japan,33,Female,Smartphone,3 Month,249,Good,720p,23,10,3237,51
OTT-2127,Basic,2020,5/7/2020,5/9/2023,Non-Fiction,Singapore,45,Male,Smartphone,3 Month,249,Good,720p,36,8,6972,236
OTT-2128,Standard,2021,3/1/2021,3/9/2023,Action,China,40,Female,Tablet,6 Month,549,Better,1080p,24,4,10980,297
OTT-2129,Premium,2019,11/29/2019,11/11/2023,Fantasy,Indonesia,44,Female,Laptop,1 Month,799,Best,4K+HDR,47,7,31960,50
OTT-2130,Basic,2020,9/5/2020,9/9/2023,Historical Fiction,Japan,29,Female,Tablet,3 Month,249,Good,720p,36,8,6972,113
OTT-2138,Standard,2019,10/5/2019,10/12/2023,Action,Thailand,50,Male,Smartphone,1 Month,549,Better,1080p,48,10,20862,80
OTT-2139,Premium,2020,8/23/2020,8/12/2023,Drama,China,32,Female,Smartphone,6 Month,799,Best,4K+HDR,35,7,22372,141
OTT-2150,Basic,2021,8/29/2021,8/8/2023,Historical Fiction,Malaysia,39,Female,Tablet,1 Month,249,Good,720p,23,3,4980,145
OTT-2155,Basic,2021,5/7/2021,5/11/2023,Historical Fiction,Malaysia,43,Male,Smartphone,6 Month,249,Good,720p,24,4,4980,234
OTT-2156,Premium,2021,4/19/2021,4/9/2023,Drama,China,43,Male,Smart TV,6 Month,799,Best,4K+HDR,23,6,13583,266
OTT-2162,Basic,2021,4/29/2021,4/13/2023,Thriller,Malaysia,47,Female,Tablet,3 Month,249,Good,720p,23,4,4731,262
OTT-2163,Standard,2020,10/7/2020,10/10/2023,Romance,Singapore,51,Male,Smart TV,6 Month,549,Better,1080p,36,4,17568,82
OTT-2164,Standard,2019,11/7/2019,11/11/2023,Historical Fiction,South Korea,31,Female,Smartphone,3 Month,549,Better,1080p,48,10,20862,50
OTT-2174,Premium,2019,12/21/2019,12/11/2023,Mystery,Indonesia,34,Female,Smartphone,6 Month,799,Best,4K+HDR,47,8,31161,20
OTT-2175,Basic,2020,1/29/2020,1/11/2023,Science Fiction,China,28,Male,Laptop,6 Month,249,Good,720p,35,2,8217,354
OTT-2176,Basic,2019,8/7/2019,8/10/2023,Crime,India,46,Male,Tablet,3 Month,249,Good,720p,48,4,10956,143
OTT-2177,Premium,2019,4/3/2019,4/10/2023,Action,China,47,Female,Tablet,1 Month,799,Best,4K+HDR,48,7,32759,265
OTT-2178,Standard,2019,1/7/2019,1/9/2023,Non-Fiction,Indonesia,41,Female,Tablet,3 Month,549,Better,1080p,48,1,25803,356
OTT-2179,Standard,2021,6/19/2021,6/11/2023,Adventure,Vietnam,32,Male,Smart TV,1 Month,549,Better,1080p,23,2,11529,203
OTT-2180,Basic,2019,7/5/2019,7/10/2023,Drama,India,47,Female,Smart TV,6 Month,249,Good,720p,48,2,11454,174
OTT-2181,Premium,2020,8/14/2020,8/10/2023,Autobiography,Thailand,37,Male,Laptop,6 Month,799,Best,4K+HDR,35,6,23171,143
OTT-2182,Standard,2020,12/21/2020,12/9/2023,Non-Fiction,India,40,Female,Tablet,3 Month,549,Better,1080p,35,10,13725,22
OTT-2183,Basic,2020,8/5/2020,8/10/2023,Mystery,China,48,Female,Smart TV,1 Month,249,Good,720p,36,3,8217,143
OTT-2184,Standard,2019,5/24/2019,5/10/2023,Comedy,South Korea,39,Male,Tablet,1 Month,549,Better,1080p,47,4,23607,235
OTT-2185,Premium,2021,5/3/2021,5/11/2023,Adventure,Indonesia,38,Male,Smart TV,3 Month,799,Best,4K+HDR,24,4,15980,234
OTT-2189,Basic,2020,5/23/2020,5/8/2023,Action,Vietnam,36,Male,Laptop,6 Month,249,Good,720p,35,4,7719,237
OTT-2194,Premium,2021,1/14/2021,1/9/2023,Autobiography,Vietnam,42,Female,Smart TV,3 Month,799,Best,4K+HDR,23,4,15181,356
OTT-2198,Standard,2020,4/17/2020,4/12/2023,Science Fiction,Thailand,27,Female,Smart TV,3 Month,549,Better,1080p,35,7,15372,263
OTT-2219,Standard,2021,11/3/2021,11/11/2023,Autobiography,Indonesia,48,Female,Laptop,1 Month,549,Better,1080p,24,7,9333,50
OTT-2220,Basic,2019,4/7/2019,4/10/2023,Historical Fiction,India,27,Male,Smartphone,1 Month,249,Good,720p,48,3,11205,265
OTT-2225,Basic,2019,12/1/2019,12/11/2023,Fantasy,Singapore,49,Female,Smart TV,3 Month,249,Good,720p,48,9,9711,20
OTT-2226,Premium,2019,3/3/2019,3/12/2023,Horror,Philippines,45,Female,Laptop,6 Month,799,Best,4K+HDR,48,2,36754,294
OTT-2227,Basic,2019,10/29/2019,10/13/2023,Horror,Indonesia,42,Male,Laptop,3 Month,249,Good,720p,47,4,10707,79
OTT-2231,Premium,2020,3/3/2020,3/10/2023,Mystery,Thailand,32,Female,Smartphone,3 Month,799,Best,4K+HDR,36,8,22372,296
OTT-2232,Basic,2021,11/14/2021,11/9/2023,Drama,China,47,Female,Laptop,1 Month,249,Good,720p,23,10,3237,52
OTT-2233,Standard,2020,4/7/2020,4/10/2023,Crime,Thailand,27,Female,Smartphone,1 Month,549,Better,1080p,36,1,19215,265
OTT-2234,Premium,2019,1/24/2019,1/12/2023,Biography,China,35,Male,Tablet,3 Month,799,Best,4K+HDR,47,5,33558,353
OTT-2243,Standard,2019,2/11/2019,2/11/2023,Self-Help,China,35,Female,Laptop,1 Month,549,Better,1080p,48,8,21960,323
OTT-2244,Premium,2021,9/3/2021,9/9/2023,Action,India,48,Male,Smart TV,6 Month,799,Best,4K+HDR,24,10,11186,113
OTT-2245,Basic,2020,7/23/2020,7/12/2023,Biography,India,30,Female,Smart TV,6 Month,249,Good,720p,35,8,6723,172
OTT-2246,Basic,2019,1/19/2019,1/10/2023,Horror,Philippines,38,Female,Smart TV,1 Month,249,Good,720p,47,1,11454,355
OTT-2247,Basic,2020,5/21/2020,5/10/2023,Self-Help,Malaysia,36,Male,Tablet,6 Month,249,Good,720p,35,6,7221,235
OTT-2248,Standard,2020,10/7/2020,10/10/2023,Comedy,Japan,33,Female,Tablet,3 Month,549,Better,1080p,36,2,18666,82
OTT-2249,Premium,2021,11/19/2021,11/11/2023,Mystery,Philippines,50,Male,Smartphone,1 Month,799,Best,4K+HDR,23,5,14382,50
OTT-2250,Basic,2021,12/3/2021,12/10/2023,Mystery,Thailand,38,Male,Tablet,3 Month,249,Good,720p,24,1,5727,21
OTT-2251,Basic,2020,12/29/2020,12/11/2023,Fantasy,Malaysia,50,Female,Laptop,6 Month,249,Good,720p,35,1,8466,20
OTT-2252,Premium,2020,2/11/2020,2/9/2023,Action,China,43,Female,Tablet,6 Month,799,Best,4K+HDR,35,6,23171,325
OTT-2253,Standard,2019,12/29/2019,12/11/2023,Adventure,Vietnam,30,Female,Laptop,6 Month,549,Better,1080p,47,7,21960,20
OTT-2254,Standard,2019,1/7/2019,1/11/2023,Adventure,South Korea,31,Male,Laptop,6 Month,549,Better,1080p,48,2,25254,354
OTT-2259,Standard,2019,7/3/2019,7/11/2023,Biography,Malaysia,30,Female,Laptop,6 Month,549,Better,1080p,48,5,23607,173
OTT-2260,Premium,2021,5/19/2021,5/10/2023,Crime,Malaysia,35,Male,Tablet,6 Month,799,Best,4K+HDR,23,6,13583,235
OTT-2264,Basic,2021,9/14/2021,9/11/2023,Adventure,Philippines,28,Male,Smartphone,1 Month,249,Good,720p,23,4,4731,111
OTT-2269,Premium,2021,12/24/2021,12/12/2023,Action,Japan,46,Female,Smartphone,6 Month,799,Best,4K+HDR,23,9,11186,19
OTT-2288,Standard,2019,11/29/2019,11/10/2023,Autobiography,South Korea,38,Male,Smartphone,6 Month,549,Better,1080p,47,5,23058,51
OTT-2289,Premium,2019,4/3/2019,4/13/2023,Action,Thailand,35,Male,Tablet,6 Month,799,Best,4K+HDR,48,5,34357,262
OTT-2296,Premium,2021,4/7/2021,4/10/2023,Action,India,49,Male,Smartphone,6 Month,799,Best,4K+HDR,24,5,15181,265
OTT-2301,Premium,2019,5/14/2019,5/13/2023,Science Fiction,Indonesia,42,Male,Laptop,3 Month,799,Best,4K+HDR,47,9,30362,232
OTT-2302,Basic,2019,4/11/2019,4/9/2023,Adventure,Philippines,37,Female,Smartphone,1 Month,249,Good,720p,47,2,11205,266
OTT-2303,Standard,2021,1/7/2021,1/10/2023,Adventure,Malaysia,39,Male,Laptop,1 Month,549,Better,1080p,24,4,10980,355
OTT-2312,Basic,2020,10/19/2020,10/12/2023,Self-Help,South Korea,40,Male,Smartphone,3 Month,249,Good,720p,35,10,6225,80
OTT-2313,Standard,2020,1/14/2020,1/11/2023,Romance,Japan,30,Female,Tablet,3 Month,549,Better,1080p,35,1,18666,354
OTT-2314,Standard,2020,7/29/2020,7/9/2023,Horror,India,47,Female,Smart TV,1 Month,549,Better,1080p,35,1,18666,175
OTT-2315,Basic,2021,11/24/2021,11/12/2023,Science Fiction,Japan,47,Female,Laptop,3 Month,249,Good,720p,23,10,3237,49
OTT-2316,Premium,2019,9/21/2019,9/10/2023,Biography,Singapore,39,Female,Tablet,6 Month,799,Best,4K+HDR,47,3,35156,112
OTT-2317,Basic,2020,2/5/2020,2/11/2023,Action,Thailand,49,Female,Smart TV,1 Month,249,Good,720p,36,4,7968,323
OTT-2318,Standard,2021,4/17/2021,4/10/2023,Action,Singapore,33,Male,Smart TV,6 Month,549,Better,1080p,23,5,9882,265
OTT-2319,Premium,2019,8/24/2019,8/12/2023,Romance,Japan,32,Male,Smart TV,1 Month,799,Best,4K+HDR,47,4,34357,141
OTT-2320,Basic,2019,1/17/2019,1/11/2023,Action,Indonesia,40,Male,Smart TV,6 Month,249,Good,720p,47,7,9960,354
OTT-2321,Basic,2019,7/19/2019,7/11/2023,Non-Fiction,South Korea,51,Male,Smart TV,1 Month,249,Good,720p,47,1,11454,173
OTT-2322,Basic,2019,3/24/2019,3/9/2023,Biography,Vietnam,47,Female,Smart TV,6 Month,249,Good,720p,47,9,9462,297
OTT-2323,Standard,2019,4/1/2019,4/11/2023,Adventure,Japan,35,Male,Laptop,1 Month,549,Better,1080p,48,8,21960,264
OTT-2324,Premium,2021,3/19/2021,3/11/2023,Self-Help,Malaysia,31,Male,Smart TV,6 Month,799,Best,4K+HDR,23,7,12784,295
OTT-2325,Basic,2019,8/14/2019,8/11/2023,Self-Help,China,36,Male,Laptop,6 Month,249,Good,720p,47,6,10209,142
OTT-2326,Basic,2020,3/19/2020,3/11/2023,Non-Fiction,Indonesia,41,Male,Tablet,1 Month,249,Good,720p,35,3,7968,295
OTT-2335,Premium,2019,6/24/2019,6/11/2023,Comedy,Thailand,38,Male,Laptop,1 Month,799,Best,4K+HDR,47,8,31161,203
OTT-2338,Standard,2021,2/3/2021,2/10/2023,Adventure,South Korea,31,Female,Tablet,6 Month,549,Better,1080p,24,10,7686,324
OTT-2358,Standard,2020,8/3/2020,8/11/2023,Action,Japan,31,Female,Smartphone,3 Month,549,Better,1080p,36,9,14823,142
OTT-2359,Standard,2020,7/7/2020,7/14/2023,Mystery,Philippines,46,Male,Laptop,1 Month,549,Better,1080p,36,6,16470,170
OTT-2365,Basic,2019,11/11/2019,11/11/2023,Non-Fiction,Thailand,45,Male,Smartphone,1 Month,249,Good,720p,48,4,10956,50
OTT-2366,Premium,2019,7/7/2019,7/13/2023,Comedy,Philippines,44,Male,Smart TV,3 Month,799,Best,4K+HDR,48,3,35955,171
