ORDERNUMBER,ORDER DATE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CITY,COUNTRY,DEALSIZE
10174,10/7/2015,49,44.78,2,219422,1872,Shipped,Vintage Cars,S18_4668,South Brisbane,Australia,Small
10183,12/25/2016,40,49.3,6,197200,1866,Shipped,Vintage Cars,S18_4668,Philadelphia,USA,Small
10194,12/25/2016,41,44.78,9,183598,1855,Shipped,Vintage Cars,S18_4668,Lyon,France,Small
10206,9/24/2015,21,53.33,4,111993,1846,Shipped,Vintage Cars,S18_4668,Vancouver,Canada,Small
10215,7/7/2017,46,45.28,1,208288,1792,Shipped,Vintage Cars,S18_4668,Burbank,USA,Small
10229,7/7/2017,39,40.25,14,156975,1752,Shipped,Vintage Cars,S18_4668,San Rafael,USA,Small
10245,7/16/2016,45,59.87,7,269415,1699,Shipped,Vintage Cars,S18_4668,New Haven,USA,Small
10258,6/21/2016,21,59.87,4,125727,1658,Shipped,Vintage Cars,S18_4668,Minato-ku,Japan,Small
10270,6/21/2016,44,58.36,7,256784,1625,Shipped,Vintage Cars,S18_4668,Chatswood,Australia,Small
10281,6/21/2016,44,59.87,14,263428,1595,Shipped,Vintage Cars,S18_4668,Allentown,USA,Small
10291,6/21/2016,29,51.82,9,150278,1576,Shipped,Vintage Cars,S18_4668,Boras,Sweden,Small
10304,6/21/2016,34,49.3,4,167620,1544,Shipped,Vintage Cars,S18_4668,Versailles,France,Small
10312,12/13/2016,39,56.85,1,221715,1535,Shipped,Vintage Cars,S18_4668,San Rafael,USA,Small
10324,12/13/2016,38,179.79,6,683202,1521,Shipped,Vintage Cars,S18_4668,NYC,USA,Medium
10348,10/1/2016,29,245.2,6,711080,1526,Shipped,Vintage Cars,S18_4668,Madrid,Spain,Large
10358,12/23/2016,30,176.76,8,530280,1488,Shipped,Vintage Cars,S18_4668,Madrid,Spain,Medium
10370,12/23/2016,20,136.5,2,273000,1448,Shipped,Vintage Cars,S18_4668,North Sydney,Australia,Small
10382,12/23/2016,39,200.7,2,782730,1421,Shipped,Vintage Cars,S18_4668,San Rafael,USA,Large
10411,12/14/2017,35,59.87,7,209545,1348,Shipped,Vintage Cars,S18_4668,Montreal,Canada,Small
10424,7/5/2014,26,59.87,4,155662,1319,In Process,Vintage Cars,S18_4668,Madrid,Spain,Small
10108,7/5/2014,44,126.48,11,556512,2140,Shipped,Classic Cars,S18_4721,Makati City,Philippines,Medium
10122,2/8/2017,28,127.97,15,358316,2075,Shipped,Classic Cars,S18_4721,Marseille,France,Medium
10135,2/8/2017,31,151.78,12,470518,2021,Shipped,Classic Cars,S18_4721,San Rafael,USA,Medium
10146,3/8/2017,29,153.26,1,444454,1959,Shipped,Classic Cars,S18_4721,Glendale,USA,Medium
10169,10/10/2017,33,148.8,7,491040,1898,Shipped,Classic Cars,S18_4721,North Sydney,Australia,Medium
10180,10/3/2014,44,126.48,2,556512,1892,Shipped,Classic Cars,S18_4721,Lille,France,Medium
10191,5/30/2014,32,132.43,8,423776,1884,Shipped,Classic Cars,S18_4721,Koln,Germany,Medium
10211,6/18/2015,41,138.38,7,567358,1829,Shipped,Classic Cars,S18_4721,Paris,France,Medium
10225,4/1/2016,35,150.29,14,526015,1792,Shipped,Classic Cars,S18_4721,Gensve,Switzerland,Medium
10238,10/18/2017,44,144.34,8,635096,1747,Shipped,Classic Cars,S18_4721,Kobenhavn,Denmark,Medium
10252,5/27/2016,26,136.9,4,355940,1701,Shipped,Classic Cars,S18_4721,Paris,France,Medium
10264,6/6/2017,20,120.53,2,241060,1667,Shipped,Classic Cars,S18_4721,Boston,USA,Small
10276,6/6/2017,48,119.04,8,571392,1635,Shipped,Classic Cars,S18_4721,Brickhaven,USA,Medium
10287,2/21/2014,34,126.48,17,430032,1608,Shipped,Classic Cars,S18_4721,Gensve,Switzerland,Medium
10299,2/21/2014,49,162.19,2,794731,1578,Shipped,Classic Cars,S18_4721,Helsinki,Finland,Large
10310,5/10/2014,40,133.92,15,535680,1563,Shipped,Classic Cars,S18_4721,Koln,Germany,Medium
10319,5/23/2016,45,175.58,3,790110,1546,Shipped,Classic Cars,S18_4721,NYC,USA,Large
10330,4/7/2017,50,122.02,4,610100,1534,Shipped,Classic Cars,S18_4721,Makati City,Philippines,Medium
10342,4/2/2017,38,165.17,11,627646,1527,Shipped,Classic Cars,S18_4721,Melbourne,Australia,Medium
10355,4/2/2017,25,168.14,2,420350,1515,Shipped,Classic Cars,S18_4721,Madrid,Spain,Medium
10363,4/2/2017,28,58.18,13,162904,1486,Shipped,Classic Cars,S18_4721,Espoo,Finland,Small
10378,1/4/2017,49,67.14,8,328986,1452,Shipped,Classic Cars,S18_4721,Madrid,Spain,Medium
10390,1/4/2017,49,140.06,3,686294,1430,Shipped,Classic Cars,S18_4721,San Rafael,USA,Medium
10110,1/4/2017,42,61.29,9,257418,2148,Shipped,Classic Cars,S18_4933,Manchester,UK,Small
10124,6/1/2015,23,57.73,8,132779,2085,Shipped,Classic Cars,S18_4933,Las Vegas,USA,Small
10148,6/1/2015,29,81.25,2,235625,1973,Shipped,Classic Cars,S18_4933,North Sydney,Australia,Small
10161,3/24/2014,25,80.54,1,201350,1938,Shipped,Classic Cars,S18_4933,Aaarhus,Denmark,Small
10173,3/24/2014,39,71.98,15,280722,1920,Shipped,Classic Cars,S18_4933,Bergamo,Italy,Small
10182,3/24/2014,44,69.84,12,307296,1914,Shipped,Classic Cars,S18_4933,San Rafael,USA,Medium
10193,3/24/2014,25,76.26,16,190650,1906,Shipped,Classic Cars,S18_4933,Glen Waverly,Australia,Small
10204,3/24/2014,45,76.26,6,343170,1896,Shipped,Classic Cars,S18_4933,NYC,USA,Medium
10213,10/8/2014,25,83.39,2,208475,1846,Shipped,Classic Cars,S18_4933,London,UK,Small
10227,3/31/2016,37,57.73,12,213601,1808,Shipped,Classic Cars,S18_4933,Lyon,France,Small
10241,5/9/2017,30,66.99,4,200970,1767,Shipped,Classic Cars,S18_4933,Strasbourg,France,Small
10267,5/9/2017,36,75.55,1,271980,1683,Shipped,Classic Cars,S18_4933,NYC,USA,Small
10279,5/9/2017,26,60.58,1,157508,1651,Shipped,Classic Cars,S18_4933,Madrid,Spain,Small
10288,7/5/2014,23,73.41,7,168843,1629,Shipped,Classic Cars,S18_4933,Singapore,Singapore,Small
10302,7/5/2014,23,72.7,3,167210,1960,Shipped,Classic Cars,S18_4933,Liverpool,UK,Small
10311,5/7/2016,25,66.99,2,167475,1586,Shipped,Classic Cars,S18_4933,Madrid,Spain,Small
10332,4/27/2017,21,165.38,3,347298,1555,Shipped,Classic Cars,S18_4933,Manchester,UK,Medium
10344,10/1/2014,26,63.43,5,164918,1548,Shipped,Classic Cars,S18_4933,Marseille,France,Small
10367,10/25/2017,44,85.25,9,375100,1501,Resolved,Classic Cars,S18_4933,Pasadena,USA,Medium
10380,10/25/2017,24,189,2,453600,1467,Shipped,Classic Cars,S18_4933,Madrid,Spain,Medium
10407,10/25/2017,66,66.99,4,442134,1402,On Hold,Classic Cars,S18_4933,San Jose,USA,Medium
10420,11/11/2017,36,57.73,7,207828,1366,In Process,Classic Cars,S18_4933,Chatswood,Australia,Small
10110,11/11/2017,36,85.25,13,306900,2170,Shipped,Classic Cars,S24_1046,Manchester,UK,Medium
10124,11/11/2017,22,77.9,12,171380,2107,Shipped,Classic Cars,S24_1046,Las Vegas,USA,Small
10148,11/11/2017,25,60.26,6,150650,1995,Shipped,Classic Cars,S24_1046,North Sydney,Australia,Small
10161,11/11/2017,37,72.76,5,269212,1960,Shipped,Classic Cars,S24_1046,Aaarhus,Denmark,Small
10172,7/11/2017,32,75.69,3,242208,1942,Shipped,Classic Cars,S24_1046,Bridgewater,USA,Small
10182,12/28/2015,47,74.22,16,348834,1936,Shipped,Classic Cars,S24_1046,San Rafael,USA,Medium
10192,12/28/2015,37,69.82,4,258334,1929,Shipped,Classic Cars,S24_1046,Nashua,USA,Small
10204,3/12/2017,20,62.47,10,124940,1918,Shipped,Classic Cars,S24_1046,NYC,USA,Small
10212,4/6/2014,41,82.31,3,337471,1874,Shipped,Classic Cars,S24_1046,Madrid,Spain,Medium
10226,4/6/2014,21,60.26,1,126546,1834,Shipped,Classic Cars,S24_1046,San Diego,USA,Small
10241,9/19/2015,22,76.43,8,168146,1789,Shipped,Classic Cars,S24_1046,Strasbourg,France,Small
10267,8/9/2014,40,80.1,5,320400,1705,Shipped,Classic Cars,S24_1046,NYC,USA,Medium
10279,8/9/2014,32,74.96,5,239872,1673,Shipped,Classic Cars,S24_1046,Madrid,Spain,Small
10288,8/9/2014,36,66.14,11,238104,1651,Shipped,Classic Cars,S24_1046,Singapore,Singapore,Small
10301,8/9/2014,27,72.02,1,194454,1983,Shipped,Classic Cars,S24_1046,Oslo,Norway,Small
10311,8/9/2014,26,87.45,6,227370,1608,Shipped,Classic Cars,S24_1046,Madrid,Spain,Small
10321,8/9/2014,30,70.55,3,211650,1590,Shipped,Classic Cars,S24_1046,New Bedford,USA,Small
10332,9/9/2016,23,56.84,4,130732,1578,Shipped,Classic Cars,S24_1046,Manchester,UK,Small
10344,2/5/2016,29,59.53,7,172637,1571,Shipped,Classic Cars,S24_1046,Marseille,France,Small
10367,2/5/2016,21,60.37,10,126777,1524,Resolved,Classic Cars,S24_1046,Pasadena,USA,Small
10380,2/5/2016,34,101.23,3,344182,1490,Shipped,Classic Cars,S24_1046,Madrid,Spain,Medium
10407,2/5/2016,26,76.43,8,198718,1425,On Hold,Classic Cars,S24_1046,San Jose,USA,Small
10420,2/5/2016,60,64.67,11,388020,1389,In Process,Classic Cars,S24_1046,Chatswood,Australia,Medium
10104,2/5/2016,35,55.49,6,194215,2239,Shipped,Classic Cars,S24_1444,Madrid,Spain,Small
10115,2/5/2016,47,69.36,2,325992,2177,Shipped,Classic Cars,S24_1444,NYC,USA,Medium
10127,2/5/2016,20,60.69,8,121380,2118,Shipped,Classic Cars,S24_1444,NYC,USA,Small
10141,2/5/2016,20,54.33,2,108660,2060,Shipped,Classic Cars,S24_1444,Espoo,Finland,Small
10152,2/5/2016,25,65.31,4,163275,2006,Shipped,Classic Cars,S24_1444,South Brisbane,Australia,Small
10165,2/5/2016,25,69.36,9,173400,1980,Shipped,Classic Cars,S24_1444,Singapore,Singapore,Small
10176,7/4/2017,27,68.78,8,185706,1966,Shipped,Classic Cars,S24_1444,Reggio Emilia,Italy,Small
10184,10/14/2017,31,60.11,3,186341,1959,Shipped,Classic Cars,S24_1444,Sevilla,Spain,Small
10195,10/14/2017,44,66.47,3,292468,1949,Shipped,Classic Cars,S24_1444,White Plains,USA,Small
10207,11/26/2016,49,46.82,4,229418,1936,Shipped,Classic Cars,S24_1444,Boston,USA,Small
10220,11/26/2016,26,56.07,8,145782,1872,Shipped,Classic Cars,S24_1444,Dublin,Ireland,Small
10230,11/26/2016,36,54.33,6,195588,1842,Shipped,Classic Cars,S24_1444,Frankfurt,Germany,Small
10246,11/26/2016,44,52.6,2,231440,1792,Shipped,Classic Cars,S24_1444,Madrid,Spain,Small
10259,11/5/2016,28,46.82,1,131096,1752,Shipped,Classic Cars,S24_1444,Singapore,Singapore,Small
10271,11/5/2016,45,64.74,2,291330,1718,Shipped,Classic Cars,S24_1444,San Rafael,USA,Small
10282,4/25/2016,29,46.82,11,135778,1688,Shipped,Classic Cars,S24_1444,San Rafael,USA,Small
10292,4/25/2016,40,53.75,5,215000,1670,Shipped,Classic Cars,S24_1444,NYC,USA,Small
10305,4/8/2014,45,61.85,2,278325,1636,Shipped,Classic Cars,S24_1444,Cambridge,USA,Small
10314,4/8/2014,44,53.18,11,233992,1628,Shipped,Classic Cars,S24_1444,Aaarhus,Denmark,Small
10324,4/8/2014,25,69.16,14,172900,1615,Shipped,Classic Cars,S24_1444,NYC,USA,Small
10336,9/6/2016,45,132.72,4,597240,1601,Shipped,Classic Cars,S24_1444,Paris,France,Medium
10349,9/6/2016,48,47.4,4,227520,1591,Shipped,Classic Cars,S24_1444,NYC,USA,Small
10358,9/30/2016,44,60.76,14,267344,1583,Shipped,Classic Cars,S24_1444,Madrid,Spain,Small
10371,11/11/2017,25,97.27,12,243175,1540,Shipped,Classic Cars,S24_1444,San Rafael,USA,Small
10383,7/13/2016,22,91.76,2,201872,1511,Shipped,Classic Cars,S24_1444,Madrid,Spain,Small
10394,7/13/2016,31,50.29,2,155899,1490,Shipped,Classic Cars,S24_1444,Madrid,Spain,Small
10412,7/5/2014,21,52.6,2,110460,1442,Shipped,Classic Cars,S24_1444,Madrid,Spain,Small
10425,1/31/2017,55,46.82,1,257510,1415,In Process,Classic Cars,S24_1444,Nantes,France,Small
10107,1/31/2017,25,113.83,3,284575,2243,Shipped,Motorcycles,S24_1578,NYC,USA,Small
10120,9/24/2015,35,98.05,1,343175,2180,Shipped,Motorcycles,S24_1578,Melbourne,Australia,Medium
10134,9/24/2015,35,93.54,3,327390,2118,Shipped,Motorcycles,S24_1578,Paris,France,Medium
10145,9/24/2015,43,95.8,7,411940,2064,Shipped,Motorcycles,S24_1578,Pasadena,USA,Medium
10168,9/30/2015,50,114.95,2,574750,2001,Shipped,Motorcycles,S24_1578,Burlingame,USA,Medium
10180,9/30/2015,48,111.57,10,535536,1988,Shipped,Motorcycles,S24_1578,Lille,France,Medium
10188,9/30/2015,25,101.43,2,253575,1982,Shipped,Motorcycles,S24_1578,Bergen,Norway,Small
10211,9/30/2015,25,90.16,15,225400,1925,Shipped,Motorcycles,S24_1578,Paris,France,Small
10223,9/30/2015,32,91.29,2,292128,1890,Shipped,Motorcycles,S24_1578,Melbourne,Australia,Small
10237,9/30/2015,20,114.95,8,229900,1847,Shipped,Motorcycles,S24_1578,NYC,USA,Small
10251,9/30/2015,26,101.43,3,263718,1805,Shipped,Motorcycles,S24_1578,Newark,USA,Small
10263,11/4/2015,42,102.56,3,430752,1765,Shipped,Motorcycles,S24_1578,Bridgewater,USA,Medium
10275,11/4/2015,21,102.56,2,215376,1741,Shipped,Motorcycles,S24_1578,Nantes,France,Small
10285,11/4/2015,34,109.32,7,371688,1707,Shipped,Motorcycles,S24_1578,Cambridge,USA,Medium
10299,11/4/2015,47,116.08,10,545576,1674,Shipped,Motorcycles,S24_1578,Helsinki,Finland,Medium
10309,11/30/2017,21,126.22,6,265062,1660,Shipped,Motorcycles,S24_1578,Stavern,Norway,Small
10318,12/21/2014,48,134.11,2,643728,1643,Shipped,Motorcycles,S24_1578,Allentown,USA,Medium
10329,12/21/2014,30,87.78,7,263340,1631,Shipped,Motorcycles,S24_1578,NYC,USA,Small
10339,12/21/2014,27,84.39,10,227853,1624,Shipped,Motorcycles,S24_1578,Minato-ku,Japan,Small
10362,12/30/2016,50,96.92,2,484600,1582,Shipped,Motorcycles,S24_1578,Burlingame,USA,Medium
10374,6/27/2017,38,110.45,6,419710,1555,Shipped,Motorcycles,S24_1578,South Brisbane,Australia,Medium
10389,6/27/2017,45,102.17,1,459765,1526,Shipped,Motorcycles,S24_1578,Boras,Sweden,Medium
10403,10/15/2015,46,114.95,8,528770,1491,Shipped,Motorcycles,S24_1578,Liverpool,UK,Medium
10417,10/15/2015,35,101.43,3,355005,1457,Disputed,Motorcycles,S24_1578,Madrid,Spain,Medium
10110,4/15/2017,29,59.37,15,172173,2245,Shipped,Classic Cars,S24_1628,Manchester,UK,Small
10123,4/15/2017,50,59.87,1,299350,2183,Shipped,Classic Cars,S24_1628,Nantes,France,Small
10137,12/24/2017,26,49.81,1,129506,2133,Shipped,Classic Cars,S24_1628,Reims,France,Small
10148,8/8/2017,47,56.85,8,267195,2071,Shipped,Classic Cars,S24_1628,North Sydney,Australia,Small
10161,10/6/2015,23,53.33,7,122659,2036,Shipped,Classic Cars,S24_1628,Aaarhus,Denmark,Small
10172,5/28/2016,34,42.76,5,145384,2018,Shipped,Classic Cars,S24_1628,Bridgewater,USA,Small
10181,6/16/2017,34,53.83,1,183022,2012,Shipped,Classic Cars,S24_1628,Bergen,Norway,Small
10192,6/16/2017,47,53.83,6,253001,2005,Shipped,Classic Cars,S24_1628,Nashua,USA,Small
10204,6/16/2017,45,49.81,12,224145,1994,Shipped,Classic Cars,S24_1628,NYC,USA,Small
10212,4/24/2014,45,53.33,5,239985,1950,Shipped,Classic Cars,S24_1628,Madrid,Spain,Small
10226,5/7/2015,36,43.27,3,155772,1910,Shipped,Classic Cars,S24_1628,San Diego,USA,Small
10241,7/20/2015,21,40.25,10,84525,1865,Shipped,Classic Cars,S24_1628,Strasbourg,France,Small
10266,11/29/2016,28,48.3,1,135240,1782,Shipped,Classic Cars,S24_1628,Reggio Emilia,Italy,Small
10278,11/29/2016,35,45.28,1,158480,1752,Shipped,Classic Cars,S24_1628,Las Vegas,USA,Small
10288,11/29/2016,50,52.32,13,261600,1727,Shipped,Classic Cars,S24_1628,Singapore,Singapore,Small
10301,11/29/2016,22,51.32,3,112904,2059,Shipped,Classic Cars,S24_1628,Oslo,Norway,Small
10311,6/19/2017,45,49.3,8,221850,1684,Shipped,Classic Cars,S24_1628,Madrid,Spain,Small
10321,6/19/2017,48,42.26,5,202848,1666,Shipped,Classic Cars,S24_1628,New Bedford,USA,Small
10332,8/21/2015,20,87.96,5,175920,1654,Shipped,Classic Cars,S24_1628,Manchester,UK,Small
10343,10/1/2016,27,36.21,6,97767,1648,Shipped,Classic Cars,S24_1628,Reims,France,Small
10367,5/4/2014,38,38.5,11,146300,1600,Resolved,Classic Cars,S24_1628,Pasadena,USA,Small
10379,12/8/2015,32,124.08,3,397056,1572,Shipped,Classic Cars,S24_1628,Madrid,Spain,Medium
10407,3/15/2016,64,40.25,10,257600,1501,On Hold,Classic Cars,S24_1628,San Jose,USA,Small
10420,8/28/2016,37,60.37,13,223369,1465,In Process,Classic Cars,S24_1628,Chatswood,Australia,Small
10106,8/28/2016,28,88.63,4,248164,2298,Shipped,Planes,S24_1785,Bergamo,Italy,Small
10120,12/19/2016,39,119.27,10,465153,2228,Shipped,Planes,S24_1785,Melbourne,Australia,Medium
10133,8/14/2014,41,94.1,5,385810,2170,Shipped,Planes,S24_1785,Madrid,Spain,Medium
10145,8/14/2014,40,87.54,16,350160,2112,Shipped,Planes,S24_1785,Pasadena,USA,Medium
10168,5/16/2015,49,131.3,11,643370,2049,Shipped,Planes,S24_1785,Burlingame,USA,Medium
10210,12/13/2017,27,98.48,9,265896,1974,Shipped,Planes,S24_1785,Osaka,Japan,Small
10223,12/13/2017,34,106.14,11,360876,1936,Shipped,Planes,S24_1785,Melbourne,Australia,Medium
10235,12/13/2017,23,96.29,5,221467,1896,Shipped,Planes,S24_1785,Tsawassen,Canada,Small
10250,9/27/2015,31,88.63,6,274753,1858,Shipped,Planes,S24_1785,San Jose,USA,Small
10262,7/15/2017,34,97.38,1,331092,1815,Cancelled,Planes,S24_1785,Madrid,Spain,Medium
10275,12/2/2015,25,95.2,11,238000,1787,Shipped,Planes,S24_1785,Nantes,France,Small
10284,11/25/2016,22,105.04,3,231088,1759,Shipped,Planes,S24_1785,Oslo,Norway,Small
10297,11/25/2016,32,126.93,6,406176,1734,Shipped,Planes,S24_1785,Dublin,Ireland,Medium
10308,3/24/2017,31,112.7,9,349370,1706,Shipped,Planes,S24_1785,White Plains,USA,Medium
10316,11/17/2016,25,114.89,1,287225,1690,Shipped,Planes,S24_1785,Cowes,UK,Small
10328,11/20/2017,47,87.54,14,411438,1680,Shipped,Planes,S24_1785,Bergamo,Italy,Medium
10339,12/8/2016,21,50.65,7,106365,1670,Shipped,Planes,S24_1785,Minato-ku,Japan,Small
10353,12/8/2016,28,71.73,2,200844,1660,Shipped,Planes,S24_1785,Glendale,USA,Small
10374,12/8/2016,46,94.1,3,432860,1601,Shipped,Planes,S24_1785,South Brisbane,Australia,Medium
10386,8/28/2017,33,41.71,11,137643,1574,Resolved,Planes,S24_1785,Madrid,Spain,Small
10398,8/28/2017,43,129.12,16,555216,1546,Shipped,Planes,S24_1785,Reims,France,Medium
10401,10/18/2016,38,96.29,5,365902,1543,On Hold,Planes,S24_1785,Newark,USA,Medium
10416,12/3/2014,47,88.63,6,416561,1507,Shipped,Planes,S24_1785,Reggio Emilia,Italy,Medium
10101,11/7/2015,45,31.2,3,140400,2360,Shipped,Vintage Cars,S24_1937,Frankfurt,Germany,Small
10110,11/7/2015,20,35.51,3,71020,2293,Shipped,Vintage Cars,S24_1937,Manchester,UK,Small
10124,11/7/2015,45,37.84,2,170280,2230,Shipped,Vintage Cars,S24_1937,Las Vegas,USA,Small
10149,12/6/2014,36,33.19,7,119484,2117,Shipped,Vintage Cars,S24_1937,Brisbane,USA,Small
10173,5/5/2017,31,31.53,9,97743,2064,Shipped,Vintage Cars,S24_1937,Bergamo,Italy,Small
10182,11/28/2017,39,36.84,6,143676,2058,Shipped,Vintage Cars,S24_1937,San Rafael,USA,Small
10193,11/28/2017,26,29.21,10,75946,2050,Shipped,Vintage Cars,S24_1937,Glen Waverly,Australia,Small
10205,11/3/2017,32,37.17,5,118944,2039,Shipped,Vintage Cars,S24_1937,Madrid,Spain,Small
10214,12/19/2014,20,34.19,3,68380,1986,Shipped,Vintage Cars,S24_1937,Madrid,Spain,Small
10227,9/8/2017,42,29.21,6,122682,1952,Shipped,Vintage Cars,S24_1937,Lyon,France,Small
10243,9/8/2017,33,29.54,1,97482,1898,Shipped,Vintage Cars,S24_1937,Boston,USA,Small
10280,9/8/2017,20,28.88,12,57760,1786,Shipped,Vintage Cars,S24_1937,Torino,Italy,Small
10288,10/20/2016,29,38.17,1,110693,1772,Shipped,Vintage Cars,S24_1937,Singapore,Singapore,Small
10304,11/18/2017,23,30.2,16,69460,1733,Shipped,Vintage Cars,S24_1937,Versailles,France,Small
10312,11/18/2017,39,29.54,13,115206,1724,Shipped,Vintage Cars,S24_1937,San Rafael,USA,Small
10322,11/18/2017,20,131.2,3,262400,1711,Shipped,Vintage Cars,S24_1937,Nashua,USA,Small
10332,12/1/2016,45,81.91,6,368595,1699,Shipped,Vintage Cars,S24_1937,Manchester,UK,Medium
10344,12/1/2016,20,35.18,6,70360,1692,Shipped,Vintage Cars,S24_1937,Marseille,France,Small
10356,8/7/2015,48,202.5,5,972000,1679,Shipped,Vintage Cars,S24_1937,Paris,France,Large
10367,8/7/2015,23,36.29,13,83467,1646,Resolved,Vintage Cars,S24_1937,Pasadena,USA,Small
10380,12/29/2017,32,70.56,4,225792,1612,Shipped,Vintage Cars,S24_1937,Madrid,Spain,Small
10391,9/23/2016,33,252.87,8,834471,1591,Shipped,Vintage Cars,S24_1937,North Sydney,Australia,Large
10409,12/10/2017,61,29.54,1,180194,1547,Shipped,Vintage Cars,S24_1937,Singapore,Singapore,Small
10420,9/15/2017,45,26.88,1,120960,1512,In Process,Vintage Cars,S24_1937,Chatswood,Australia,Small
10107,7/1/2017,38,83.03,7,315514,2338,Shipped,Motorcycles,S24_2000,NYC,USA,Medium
10120,7/1/2017,34,83.79,5,284886,2275,Shipped,Motorcycles,S24_2000,Melbourne,Australia,Small
10134,8/22/2017,43,83.03,7,357029,2213,Shipped,Motorcycles,S24_2000,Paris,France,Medium
10145,8/22/2017,47,83.03,11,390241,2159,Shipped,Motorcycles,S24_2000,Pasadena,USA,Medium
10158,8/22/2017,22,67.03,1,147466,2114,Shipped,Motorcycles,S24_2000,Stavern,Norway,Small
10168,12/17/2017,29,75.41,6,218689,2097,Shipped,Motorcycles,S24_2000,Burlingame,USA,Small
10180,12/14/2017,28,68.55,14,191940,2084,Shipped,Motorcycles,S24_2000,Lille,France,Small
10188,2/6/2014,40,91.4,6,365600,2078,Shipped,Motorcycles,S24_2000,Bergen,Norway,Medium
10210,2/6/2014,30,61.7,4,185100,2024,Shipped,Motorcycles,S24_2000,Osaka,Japan,Small
10223,2/14/2017,38,69.31,6,263378,1986,Shipped,Motorcycles,S24_2000,Melbourne,Australia,Small
10236,4/21/2017,36,87.6,3,315360,1945,Shipped,Motorcycles,S24_2000,Philadelphia,USA,Medium
10250,12/11/2015,32,87.6,1,280320,1908,Shipped,Motorcycles,S24_2000,San Jose,USA,Small
10263,12/11/2015,37,62.46,7,231102,1861,Shipped,Motorcycles,S24_2000,Bridgewater,USA,Small
10275,12/11/2015,30,79.98,6,239940,1837,Shipped,Motorcycles,S24_2000,Nantes,France,Small
10285,12/11/2015,39,70.08,11,273312,1803,Shipped,Motorcycles,S24_2000,Cambridge,USA,Small
10297,12/11/2015,32,65.51,1,209632,1784,Shipped,Motorcycles,S24_2000,Dublin,Ireland,Small
10308,7/27/2016,47,63.22,4,297134,1756,Shipped,Motorcycles,S24_2000,White Plains,USA,Small
10318,7/27/2016,26,86.83,6,225758,1739,Shipped,Motorcycles,S24_2000,Allentown,USA,Small
10329,11/10/2015,37,94.43,4,349391,1727,Shipped,Motorcycles,S24_2000,NYC,USA,Medium
10340,11/10/2015,55,79.98,8,439890,1719,Shipped,Motorcycles,S24_2000,Barcelona,Spain,Medium
10363,3/31/2015,21,171.22,8,359562,1677,Shipped,Motorcycles,S24_2000,Espoo,Finland,Medium
10375,9/5/2017,23,106.23,9,244329,1650,Shipped,Motorcycles,S24_2000,Nantes,France,Small
10389,9/5/2017,49,81.4,2,398860,1622,Shipped,Motorcycles,S24_2000,Boras,Sweden,Medium
10402,12/8/2016,59,87.6,3,516840,1588,Shipped,Motorcycles,S24_2000,Paris,France,Medium
10416,2/14/2017,32,87.6,1,280320,1556,Shipped,Motorcycles,S24_2000,Reggio Emilia,Italy,Small
10105,11/2/2016,43,147.47,9,634121,2376,Shipped,Ships,S24_2011,Kobenhavn,Denmark,Medium
10117,11/2/2016,41,126.58,3,518978,2313,Shipped,Ships,S24_2011,Singapore,Singapore,Medium
10129,9/17/2017,45,133.95,9,602775,2257,Shipped,Ships,S24_2011,London,UK,Medium
10142,9/17/2017,33,102,6,336600,2201,Shipped,Ships,S24_2011,San Rafael,USA,Medium
10153,9/17/2017,40,136.41,5,545640,2151,Shipped,Ships,S24_2011,Madrid,Spain,Medium
10167,9/17/2017,33,115.52,16,381216,2127,Cancelled,Ships,S24_2011,Boras,Sweden,Medium
10177,3/16/2014,50,121.66,7,608300,2113,Shipped,Ships,S24_2011,Madrid,Spain,Medium
10185,3/16/2014,30,105.69,7,317070,2107,Shipped,Ships,S24_2011,New Bedford,USA,Medium
10197,2/8/2014,41,110.6,13,453460,2096,Shipped,Ships,S24_2011,Barcelona,Spain,Medium
10208,2/8/2014,35,122.89,7,430115,2060,Shipped,Ships,S24_2011,Lyon,France,Medium
10221,1/4/2015,49,138.87,1,680463,2014,Shipped,Ships,S24_2011,Bruxelles,Belgium,Medium
10232,11/27/2015,46,122.89,4,565294,1985,Shipped,Ships,S24_2011,Cowes,UK,Medium
10248,11/27/2015,48,145.01,10,696048,1938,Cancelled,Ships,S24_2011,NYC,USA,Medium
10261,11/27/2015,36,125.35,8,451260,1898,Shipped,Ships,S24_2011,Montreal,Canada,Medium
10273,7/8/2014,22,126.58,11,278476,1865,Shipped,Ships,S24_2011,Bruxelles,Belgium,Small
10283,11/18/2017,42,126.58,13,531636,1836,Shipped,Ships,S24_2011,Tsawassen,Canada,Medium
10293,6/22/2016,21,140.09,2,294189,1817,Shipped,Ships,S24_2011,Torino,Italy,Small
10306,5/5/2014,29,110.6,7,320740,1783,Shipped,Ships,S24_2011,Manchester,UK,Medium
10315,10/21/2017,35,120.43,6,421505,1769,Shipped,Ships,S24_2011,Nantes,France,Medium
10326,2/13/2015,41,105.69,4,433329,1759,Shipped,Ships,S24_2011,Lule,Sweden,Medium
10337,9/8/2017,29,71.97,4,208713,1748,Shipped,Ships,S24_2011,NYC,USA,Small
10350,5/15/2016,34,50.33,7,171122,1738,Shipped,Ships,S24_2011,Madrid,Spain,Small
